Log start on,2023-02-18 11:04:14
Feature,Gyroscope
Nodes,JAVI    @EA54C6, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps),
18/02/2023 11:04:14.907,42,JAVI    @EA54C6,232267,0B00F0FF0400,1.1,-1.6,0.4,
18/02/2023 11:04:14.951,86,JAVI    @EA54C6,232273,0A00EFFF0400,1.0,-1.7,0.4,
18/02/2023 11:04:15.006,141,JAVI    @EA54C6,232279,0E00F0FF0400,1.4,-1.6,0.4,
18/02/2023 11:04:15.040,175,JAVI    @EA54C6,232285,0A00F1FF0400,1.0,-1.5,0.4,
18/02/2023 11:04:15.086,221,JAVI    @EA54C6,232292,0E00F0FF0400,1.4,-1.6,0.4,
18/02/2023 11:04:15.134,269,JAVI    @EA54C6,232298,0D00EFFF0300,1.3,-1.7,0.3,
18/02/2023 11:04:15.187,322,JAVI    @EA54C6,232304,1100F0FF0500,1.7,-1.6,0.5,
18/02/2023 11:04:15.271,406,JAVI    @EA54C6,232310,0B00F0FF0400,1.1,-1.6,0.4,
18/02/2023 11:04:15.314,449,JAVI    @EA54C6,232317,0B00EEFF0100,1.1,-1.8,0.1,
18/02/2023 11:04:15.362,497,JAVI    @EA54C6,232323,0E00EEFF0200,1.4,-1.8,0.2,
18/02/2023 11:04:15.403,538,JAVI    @EA54C6,232329,0C00EFFF0300,1.2,-1.7,0.3,
18/02/2023 11:04:15.447,582,JAVI    @EA54C6,232335,0F00F0FF0400,1.5,-1.6,0.4,
18/02/2023 11:04:15.493,628,JAVI    @EA54C6,232342,1200F0FF0400,1.8,-1.6,0.4,
18/02/2023 11:04:15.537,672,JAVI    @EA54C6,232348,0D00F0FF0200,1.3,-1.6,0.2,
18/02/2023 11:04:15.582,717,JAVI    @EA54C6,232354,0E00EEFF0200,1.4,-1.8,0.2,
18/02/2023 11:04:15.628,764,JAVI    @EA54C6,232360,0E00F0FF0400,1.4,-1.6,0.4,
18/02/2023 11:04:15.674,809,JAVI    @EA54C6,232367,0D00EFFF0400,1.3,-1.7,0.4,
