Log start on,2023-02-18 10:25:42
Feature,Gyroscope
Nodes,JAVI    @EA54C6, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps),
18/02/2023 10:25:42.721,96,JAVI    @EA54C6,8744,0A00EDFF0500,1.0,-1.9,0.5,
18/02/2023 10:25:42.777,152,JAVI    @EA54C6,8750,0B00F0FF0800,1.1,-1.6,0.8,
18/02/2023 10:25:42.810,185,JAVI    @EA54C6,8756,0F00F4FF0C00,1.5,-1.2,1.2,
18/02/2023 10:25:42.853,228,JAVI    @EA54C6,8763,0900F4FF0D00,0.9,-1.2,1.3,
18/02/2023 10:25:42.897,272,JAVI    @EA54C6,8769,1000F0FF0A00,1.6,-1.6,1.0,
18/02/2023 10:25:42.943,318,JAVI    @EA54C6,8775,0D00F0FF0900,1.3,-1.6,0.9,
18/02/2023 10:25:42.987,362,JAVI    @EA54C6,8781,0600EBFF0200,0.6,-2.1,0.2,
18/02/2023 10:25:43.035,410,JAVI    @EA54C6,8788,1000E7FF0200,1.6,-2.5,0.2,
18/02/2023 10:25:43.125,500,JAVI    @EA54C6,8794,0B00E9FF0100,1.1,-2.3,0.1,
18/02/2023 10:25:43.174,549,JAVI    @EA54C6,8800,0900E7FF0100,0.9,-2.5,0.1,
18/02/2023 10:25:43.212,587,JAVI    @EA54C6,8806,0E00E8FF0300,1.4,-2.4,0.3,
18/02/2023 10:25:43.258,633,JAVI    @EA54C6,8813,0B00E7FF0200,1.1,-2.5,0.2,
18/02/2023 10:25:43.303,678,JAVI    @EA54C6,8819,0E00EBFF0700,1.4,-2.1,0.7,
18/02/2023 10:25:43.348,723,JAVI    @EA54C6,8825,0C00F1FF0900,1.2,-1.5,0.9,
18/02/2023 10:25:43.392,767,JAVI    @EA54C6,8831,0A00F0FF0A00,1.0,-1.6,1.0,
18/02/2023 10:25:43.439,814,JAVI    @EA54C6,8838,0800EFFF0900,0.8,-1.7,0.9,
18/02/2023 10:25:43.483,858,JAVI    @EA54C6,8844,0B00EBFF0400,1.1,-2.1,0.4,
18/02/2023 10:25:43.573,948,JAVI    @EA54C6,8850,0C00EAFF0300,1.2,-2.2,0.3,
18/02/2023 10:25:43.619,994,JAVI    @EA54C6,8856,0900EAFF0100,0.9,-2.2,0.1,
18/02/2023 10:25:43.709,1084,JAVI    @EA54C6,8863,0600EBFFFFFF,0.6,-2.1,-0.1,
18/02/2023 10:25:43.712,1087,JAVI    @EA54C6,8869,0D00EAFF0100,1.3,-2.2,0.1,
18/02/2023 10:25:43.753,1128,JAVI    @EA54C6,8875,0700ECFF0300,0.7,-2.0,0.3,
18/02/2023 10:25:43.801,1176,JAVI    @EA54C6,8881,1100F1FF0A00,1.7,-1.5,1.0,
18/02/2023 10:25:43.843,1218,JAVI    @EA54C6,8888,1300F0FF0B00,1.9,-1.6,1.1,
18/02/2023 10:25:43.887,1262,JAVI    @EA54C6,8894,0B00F2FF0B00,1.1,-1.4,1.1,
18/02/2023 10:25:43.933,1308,JAVI    @EA54C6,8900,1000F4FF0F00,1.6,-1.2,1.5,
18/02/2023 10:25:44.024,1399,JAVI    @EA54C6,8906,0A00F5FF0D00,1.0,-1.1,1.3,
18/02/2023 10:25:44.069,1444,JAVI    @EA54C6,8913,FEFFF5FF0900,-0.2,-1.1,0.9,
18/02/2023 10:25:44.113,1488,JAVI    @EA54C6,8919,FCFFF5FF0800,-0.4,-1.1,0.8,
