Log start on,2023-02-18 10:25:42
Feature,Magnetometer
Nodes,JAVI    @EA54C6, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa),
18/02/2023 10:25:42.722,97,JAVI    @EA54C6,8744,D6FECAFEE7FF,-298,-310,-25,
18/02/2023 10:25:42.777,152,JAVI    @EA54C6,8750,D5FECBFEE1FF,-299,-309,-31,
18/02/2023 10:25:42.810,185,JAVI    @EA54C6,8756,D6FECDFEE5FF,-298,-307,-27,
18/02/2023 10:25:42.853,228,JAVI    @EA54C6,8763,D6FEC3FEF5FF,-298,-317,-11,
18/02/2023 10:25:42.897,272,JAVI    @EA54C6,8769,D8FED2FEE4FF,-296,-302,-28,
18/02/2023 10:25:42.943,318,JAVI    @EA54C6,8775,D9FED3FEFAFF,-295,-301,-6,
18/02/2023 10:25:42.987,362,JAVI    @EA54C6,8781,D0FECCFEE0FF,-304,-308,-32,
18/02/2023 10:25:43.035,410,JAVI    @EA54C6,8788,D3FED1FEDFFF,-301,-303,-33,
18/02/2023 10:25:43.125,500,JAVI    @EA54C6,8794,CAFECCFEE8FF,-310,-308,-24,
18/02/2023 10:25:43.174,549,JAVI    @EA54C6,8800,D3FECDFEE8FF,-301,-307,-24,
18/02/2023 10:25:43.212,587,JAVI    @EA54C6,8806,D3FECCFEF0FF,-301,-308,-16,
18/02/2023 10:25:43.258,633,JAVI    @EA54C6,8813,DBFECEFEE1FF,-293,-306,-31,
18/02/2023 10:25:43.303,678,JAVI    @EA54C6,8819,D6FEC8FEF3FF,-298,-312,-13,
18/02/2023 10:25:43.348,723,JAVI    @EA54C6,8825,D6FECDFEE5FF,-298,-307,-27,
18/02/2023 10:25:43.392,767,JAVI    @EA54C6,8831,D6FECBFEF5FF,-298,-309,-11,
18/02/2023 10:25:43.440,815,JAVI    @EA54C6,8838,DAFECCFEE7FF,-294,-308,-25,
18/02/2023 10:25:43.483,858,JAVI    @EA54C6,8844,D9FED0FEE6FF,-295,-304,-26,
18/02/2023 10:25:43.573,948,JAVI    @EA54C6,8850,D8FEC9FEE9FF,-296,-311,-23,
18/02/2023 10:25:43.619,994,JAVI    @EA54C6,8856,D5FECDFEE2FF,-299,-307,-30,
18/02/2023 10:25:43.709,1084,JAVI    @EA54C6,8863,D6FED3FEE7FF,-298,-301,-25,
18/02/2023 10:25:43.712,1087,JAVI    @EA54C6,8869,D8FED8FEDFFF,-296,-296,-33,
18/02/2023 10:25:43.753,1128,JAVI    @EA54C6,8875,DAFEC2FEE1FF,-294,-318,-31,
18/02/2023 10:25:43.801,1176,JAVI    @EA54C6,8881,D7FECEFEE7FF,-297,-306,-25,
18/02/2023 10:25:43.843,1218,JAVI    @EA54C6,8888,DAFECBFEECFF,-294,-309,-20,
18/02/2023 10:25:43.887,1262,JAVI    @EA54C6,8894,D3FED2FEEDFF,-301,-302,-19,
18/02/2023 10:25:43.933,1308,JAVI    @EA54C6,8900,DCFECDFEE7FF,-292,-307,-25,
18/02/2023 10:25:44.024,1399,JAVI    @EA54C6,8906,DEFED7FEEBFF,-290,-297,-21,
18/02/2023 10:25:44.069,1444,JAVI    @EA54C6,8913,D5FECEFEEEFF,-299,-306,-18,
18/02/2023 10:25:44.113,1488,JAVI    @EA54C6,8919,D8FED7FEE9FF,-296,-297,-23,
18/02/2023 10:25:44.176,1551,JAVI    @EA54C6,8925,D9FED3FEEDFF,-295,-301,-19,
18/02/2023 10:25:44.205,1580,JAVI    @EA54C6,8931,D5FED7FEE5FF,-299,-297,-27,
18/02/2023 10:25:44.249,1624,JAVI    @EA54C6,8938,D4FED3FEEEFF,-300,-301,-18,
18/02/2023 10:25:44.339,1714,JAVI    @EA54C6,8944,D0FECAFEF5FF,-304,-310,-11,
18/02/2023 10:25:44.341,1716,JAVI    @EA54C6,8950,D0FED0FEF1FF,-304,-304,-15,
18/02/2023 10:25:44.385,1760,JAVI    @EA54C6,8956,D5FED9FEECFF,-299,-295,-20,
18/02/2023 10:25:44.475,1850,JAVI    @EA54C6,8963,D2FED6FEF1FF,-302,-298,-15,
18/02/2023 10:25:44.519,1894,JAVI    @EA54C6,8969,D1FECEFEF0FF,-303,-306,-16,
18/02/2023 10:25:44.563,1938,JAVI    @EA54C6,8975,D1FED2FEE2FF,-303,-302,-30,
18/02/2023 10:25:44.608,1983,JAVI    @EA54C6,8981,D3FED5FEE5FF,-301,-299,-27,
18/02/2023 10:25:44.653,2028,JAVI    @EA54C6,8988,CFFED0FEF2FF,-305,-304,-14,
18/02/2023 10:25:44.698,2073,JAVI    @EA54C6,8994,D2FED8FEF1FF,-302,-296,-15,
