Log start on,2023-05-18 20:25:17
Feature,Accelerometer
Nodes,JAVI    @EA54C6, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
18/05/2023 20:25:17.357,92,JAVI    @EA54C6,9535,0BFD1B00A402,-757,27,676,
18/05/2023 20:25:17.403,138,JAVI    @EA54C6,9541,0CFD0900A202,-756,9,674,
18/05/2023 20:25:17.449,184,JAVI    @EA54C6,9548,0BFD1900A202,-757,25,674,
18/05/2023 20:25:17.493,228,JAVI    @EA54C6,9554,0CFD0E00A502,-756,14,677,
18/05/2023 20:25:17.537,271,JAVI    @EA54C6,9560,11FD1300A702,-751,19,679,
18/05/2023 20:25:17.627,362,JAVI    @EA54C6,9566,0AFD0C00A502,-758,12,677,
18/05/2023 20:25:17.684,419,JAVI    @EA54C6,9573,0DFD1C00A502,-755,28,677,
18/05/2023 20:25:17.769,504,JAVI    @EA54C6,9579,0BFD0400A102,-757,4,673,
18/05/2023 20:25:17.772,507,JAVI    @EA54C6,9585,0DFD1800A802,-755,24,680,
18/05/2023 20:25:17.807,542,JAVI    @EA54C6,9591,09FD1500A202,-759,21,674,
18/05/2023 20:25:17.852,587,JAVI    @EA54C6,9598,0FFD0700A202,-753,7,674,
18/05/2023 20:25:17.897,632,JAVI    @EA54C6,9604,10FD0D009D02,-752,13,669,
18/05/2023 20:25:17.942,677,JAVI    @EA54C6,9610,07FD1300A502,-761,19,677,
18/05/2023 20:25:17.987,722,JAVI    @EA54C6,9616,07FD0E00A102,-761,14,673,
18/05/2023 20:25:18.088,823,JAVI    @EA54C6,9623,08FD1300A402,-760,19,676,
18/05/2023 20:25:18.126,861,JAVI    @EA54C6,9629,04FD00009202,-764,0,658,
18/05/2023 20:25:18.168,902,JAVI    @EA54C6,9635,00FD3800AC02,-768,56,684,
18/05/2023 20:25:18.213,948,JAVI    @EA54C6,9641,08FD1B009B02,-760,27,667,
18/05/2023 20:25:18.258,993,JAVI    @EA54C6,9648,03FD17009C02,-765,23,668,
18/05/2023 20:25:18.306,1041,JAVI    @EA54C6,9654,09FD1D009D02,-759,29,669,
18/05/2023 20:25:18.349,1084,JAVI    @EA54C6,9660,07FD05009D02,-761,5,669,
18/05/2023 20:25:18.394,1129,JAVI    @EA54C6,9666,0CFD2300A702,-756,35,679,
18/05/2023 20:25:18.439,1174,JAVI    @EA54C6,9673,08FD1700A202,-760,23,674,
18/05/2023 20:25:18.529,1264,JAVI    @EA54C6,9679,0BFD1400A102,-757,20,673,
18/05/2023 20:25:18.574,1309,JAVI    @EA54C6,9685,02FD18009402,-766,24,660,
18/05/2023 20:25:18.617,1352,JAVI    @EA54C6,9691,06FD0D009802,-762,13,664,
18/05/2023 20:25:18.662,1397,JAVI    @EA54C6,9698,0BFD1600A402,-757,22,676,
18/05/2023 20:25:18.710,1445,JAVI    @EA54C6,9704,06FD1F00A302,-762,31,675,
18/05/2023 20:25:18.754,1489,JAVI    @EA54C6,9710,09FD11009D02,-759,17,669,
18/05/2023 20:25:18.797,1532,JAVI    @EA54C6,9716,0BFD1900A402,-757,25,676,
18/05/2023 20:25:18.843,1578,JAVI    @EA54C6,9723,07FD1800A202,-761,24,674,
18/05/2023 20:25:18.891,1626,JAVI    @EA54C6,9729,0AFD14009C02,-758,20,668,
18/05/2023 20:25:18.988,1723,JAVI    @EA54C6,9735,08FD0D009E02,-760,13,670,
18/05/2023 20:25:19.025,1760,JAVI    @EA54C6,9741,0BFD20009D02,-757,32,669,
18/05/2023 20:25:19.071,1806,JAVI    @EA54C6,9748,0AFD17009F02,-758,23,671,
18/05/2023 20:25:19.116,1851,JAVI    @EA54C6,9754,08FD1C00A402,-760,28,676,
18/05/2023 20:25:19.160,1895,JAVI    @EA54C6,9760,08FD18009B02,-760,24,667,
18/05/2023 20:25:19.206,1941,JAVI    @EA54C6,9766,06FD0800A002,-762,8,672,
18/05/2023 20:25:19.252,1987,JAVI    @EA54C6,9773,0AFD2F00A602,-758,47,678,
18/05/2023 20:25:19.296,2031,JAVI    @EA54C6,9779,06FD0E009802,-762,14,664,
18/05/2023 20:25:19.338,2073,JAVI    @EA54C6,9785,08FD16009B02,-760,22,667,
18/05/2023 20:25:19.434,2169,JAVI    @EA54C6,9791,07FD2300A102,-761,35,673,
18/05/2023 20:25:19.474,2209,JAVI    @EA54C6,9798,07FD12009E02,-761,18,670,
18/05/2023 20:25:19.519,2254,JAVI    @EA54C6,9804,08FD16009A02,-760,22,666,
18/05/2023 20:25:19.565,2300,JAVI    @EA54C6,9810,04FD2700A002,-764,39,672,
18/05/2023 20:25:19.610,2345,JAVI    @EA54C6,9816,04FD0F009902,-764,15,665,
18/05/2023 20:25:19.653,2388,JAVI    @EA54C6,9823,0AFD1E009C02,-758,30,668,
18/05/2023 20:25:19.699,2434,JAVI    @EA54C6,9829,05FD15009E02,-763,21,670,
