X(mg),Y(mg),Z(mg),X(dps),Y(dps),Z(dps),X(mGa),Y(mGa),Z(mGa),Output
-1825,-1998,1033,-87.0,100.1,182.0,-246,48,355,2
-255,-1998,800,-40.1,-31.8,-108.5,-252,45,352,2
497,-1300,1192,264.6,-148.4,-262.2,-320,-32,343,2
-1557,-1546,423,38.9,-66.1,-190.8,-364,-108,326,2
-978,-548,159,3.6,-61.0,-82.3,-380,-156,316,2
-1998,137,317,-23.3,-68.1,-46.9,-392,-169,300,2
-1839,425,-405,62.9,-42.7,-69.3,-391,-191,275,2
-1667,1321,67,28.6,-61.8,-134.6,-401,-225,274,2
-1874,-251,-701,-123.4,-108.1,-266.2,-394,-313,225,2
-1998,653,-1013,246.1,-72.4,-184.6,-369,-395,194,2
52,1369,-332,45.3,-16.3,-23.1,-349,-416,162,2
-203,-170,-469,-114.7,95.8,234.2,-373,-379,187,2
-311,19,-198,54.9,167.8,397.1,-395,-269,238,2
-1998,-188,-28,-127.1,232.0,432.1,-365,-119,314,2
-1998,-1998,570,-169.8,136.6,311.9,-264,35,339,2
-409,-1998,1140,-14.1,-0.6,1.1,-236,51,352,2
-1998,-1998,812,-254.3,-97.1,-472.7,-310,5,308,2
-1369,79,712,-53.6,-96.9,-241.6,-360,-95,310,2
-1151,-406,-42,86.8,-56.1,-104.0,-381,-157,290,2
-1678,-486,127,-13.7,-48.0,-36.2,-386,-168,290,2
-1924,459,-587,-5.4,-41.8,-72.1,-394,-190,260,2
-1794,1546,149,80.7,-61.8,-117.9,-396,-230,250,2
-1779,-184,-924,-146.1,-106.8,-263.1,-393,-302,220,2
-1308,884,-1071,315.1,-68.4,-178.5,-376,-376,182,2
-886,1524,-664,61.2,-22.2,-28.5,-360,-383,133,2
-104,-154,-359,-187.4,81.7,152.3,-370,-355,174,2
-417,-530,-386,9.3,144.4,356.2,-394,-262,226,2
-1307,388,-112,-44.1,214.8,426.7,-367,-121,287,2
-1998,-1998,647,-225.9,186.4,343.7,-290,15,308,2
-838,-1998,1315,44.1,36.4,58.2,-236,57,328,2
-1336,-1998,-1996,-204.9,25.4,-232.6,-258,56,318,2
1440,1762,984,263.1,-101.9,-267.2,-333,-51,312,2
-346,-769,-172,76.1,-55.0,-169.2,-367,-123,289,2
-1402,-509,61,17.3,-52.8,-56.8,-384,-146,280,2
-1998,206,111,-39.0,-48.8,-42.8,-389,-163,254,2
-1906,791,-368,124.6,-34.5,-85.1,-389,-186,246,2
-1880,483,-311,-124.6,-75.0,-231.2,-400,-243,226,2
-1512,-308,-1070,72.4,-72.6,-288.4,-394,-329,188,2
-1972,1515,-826,251.2,-53.2,-106.6,-369,-386,156,2
135,443,-399,-120.1,35.1,69.3,-362,-385,163,2
129,-441,-434,-61.1,115.0,268.1,-390,-311,212,2
-675,500,-190,30.7,191.1,400.2,-395,-171,271,2
-1998,-779,465,-156.7,201.7,400.2,-321,-40,335,2
-1989,-1998,586,8.0,104.6,180.7,-243,48,347,2
-1266,-1969,1661,-31.5,-32.2,-103.2,-251,42,344,2
433,-724,694,345.8,-84.2,-212.2,-319,-29,331,2
-1632,-1008,148,21.8,-79.3,-193.9,-366,-106,319,2
-1163,-620,19,28.1,-62.7,-86.5,-374,-147,310,2
-1998,-227,418,-22.8,-62.3,-33.8,-386,-169,277,2
-1744,444,-398,29.1,-47.7,-57.7,-383,-176,254,2
-1610,982,-765,-62.8,-64.4,-165.8,-403,-216,250,2
-1917,-73,-542,3.9,-107.5,-259.3,-388,-304,219,2
-1989,1148,-911,230.2,-76.0,-150.3,-366,-385,170,2
-156,900,-356,-64.4,1.8,8.1,-357,-393,156,2
6,-284,-381,-124.1,80.8,206.7,-371,-361,196,2
-409,28,-409,30.3,147.3,373.6,-382,-247,241,2
-1840,37,132,-13.9,225.7,442.5,-352,-103,306,2
-1998,-1998,945,-138.6,159.8,287.4,-264,11,354,2
-804,-1998,1580,-12.8,-7.2,-20.7,-225,41,365,2
-1998,-1998,1977,-46.4,-203.6,-344.3,-283,12,316,2
-931,-212,865,-123.8,-111.9,-236.3,-332,-89,345,2
-1114,-216,157,109.2,-38.9,-102.1,-350,-138,319,2
-1987,-417,-18,-16.4,-65.5,-48.9,-369,-167,289,2
-1968,288,-80,-36.4,-58.7,-68.6,-369,-180,276,2
-1911,1282,-409,68.9,-60.6,-117.3,-384,-235,245,2
-1948,-182,-336,-156.8,-106.4,-298.9,-378,-314,214,2
-1436,506,-1139,306.3,-62.7,-178.0,-353,-383,181,2
-144,1242,-180,4.6,-7.7,-25.2,-338,-401,138,2
-139,-246,-294,-176.7,73.7,174.3,-369,-377,172,2
-334,-275,-437,-23.9,123.6,356.7,-389,-270,213,2
-1564,248,40,1.0,200.5,450.9,-368,-109,289,2
-1998,-1995,886,-164.2,191.1,372.9,-285,21,313,2
-970,-1998,1367,30.3,33.2,66.7,-241,63,321,2
-1021,-1998,-1997,-337.1,-6.3,-436.0,-283,32,281,2
1197,1997,145,23.3,-96.4,-220.2,-347,-63,326,2
-967,-752,-413,95.2,-46.5,-116.6,-376,-117,294,2
-1953,-444,247,-29.8,-63.4,-63.4,-386,-153,265,2
-1997,201,-311,-19.4,-41.9,-76.0,-392,-178,257,2
-1995,1343,-344,135.3,-54.1,-117.7,-394,-215,244,2
-1967,386,-731,-129.0,-86.7,-252.2,-394,-278,210,2
-1619,-200,-1062,107.2,-46.4,-259.5,-373,-360,182,2
-679,1712,-97,78.4,-21.5,-33.7,-360,-379,132,2
24,98,-429,-186.4,98.0,168.0,-357,-371,149,2
-207,-376,-420,16.7,156.7,359.5,-383,-284,207,2
-1510,582,105,23.8,245.4,435.3,-357,-143,274,2
-1998,-1984,1338,-170.8,205.5,364.2,-277,-20,337,2
-1083,-1998,1583,-21.9,18.4,62.0,-231,39,354,2
-855,-1998,-1696,-150.7,-24.9,-182.1,-252,25,317,2
1718,1925,458,357.0,-98.3,-210.4,-320,-83,329,2
-663,-1296,-425,53.5,-56.4,-130.9,-365,-137,302,2
-1591,-494,-116,-4.5,-69.3,-55.9,-366,-159,268,2
-1998,313,-129,-21.9,-57.8,-56.9,-369,-181,256,2
-1835,1194,-340,119.1,-48.1,-98.7,-374,-213,254,2
-1947,287,-674,-105.8,-91.9,-255.8,-377,-287,222,2
-1945,23,-1058,112.7,-66.9,-262.5,-352,-382,192,2
-505,1593,-289,181.2,-47.9,-81.4,-343,-412,158,2
-191,-6,-575,-164.7,87.9,156.1,-342,-398,181,2
-79,-296,-487,54.6,158.8,346.9,-376,-301,245,2
-1395,647,129,-41.5,238.7,424.6,-368,-169,312,2
-1998,-1880,889,-204.1,190.2,385.5,-289,-22,373,2
-1262,-1998,1406,72.8,32.8,117.3,-217,39,377,2
-678,-1998,-1649,-126.2,14.2,-141.5,-240,42,370,2
1125,1997,521,367.6,-114.5,-316.0,-316,-85,400,2
-359,-1464,-261,75.8,-70.7,-167.5,-354,-141,360,2
-1426,-504,52,-28.3,-81.7,-47.0,-368,-173,347,2
-1998,365,315,-30.5,-59.0,-49.9,-381,-192,319,2
-1926,1239,-389,100.2,-47.5,-77.1,-386,-215,290,2
-1716,366,-452,-157.2,-100.3,-219.8,-386,-269,273,2
-1822,-229,-1244,29.1,-87.7,-268.7,-368,-354,237,2
-1471,1656,-716,193.2,-73.1,-92.7,-342,-409,185,2
-132,267,-450,-153.7,42.0,88.6,-335,-417,194,2
5,-654,-477,-21.2,124.1,312.7,-354,-348,235,2
-805,690,-145,44.1,236.5,441.1,-361,-221,272,2
-1998,-780,533,-164.6,227.9,388.9,-290,-50,341,2
-1410,-1998,1584,45.5,57.5,128.8,-234,27,343,2
-1445,-1998,-1231,-179.4,-13.7,-174.5,-251,19,307,2
837,1473,101,378.6,-91.9,-264.9,-317,-80,328,2
-488,-1355,-124,18.2,-86.8,-182.5,-353,-143,305,2
-1343,-506,244,7.5,-64.4,-69.5,-365,-171,272,2
-1998,614,224,-5.2,-62.1,-49.7,-362,-180,261,2
-1911,869,-528,109.8,-56.2,-94.0,-366,-204,243,2
-1824,115,-1043,-179.7,-101.6,-255.1,-369,-270,210,2
-1406,58,-1129,6.3,-86.0,-304.3,-365,-351,166,2
-1768,1348,-623,228.0,-48.8,-111.5,-345,-393,132,2
200,455,-169,-135.5,25.9,85.5,-342,-389,133,2
-50,-706,-518,-100.0,95.8,286.7,-379,-331,188,2
-565,388,-73,86.6,158.3,412.3,-390,-186,247,2
-1998,-296,308,-133.7,208.9,405.7,-324,-52,298,2
-1998,-1998,214,-40.3,79.5,213.7,-250,44,297,2
-937,-1998,150,-17.9,-4.4,-107.2,-234,44,333,2
377,1579,496,445.9,-111.6,-258.3,-289,-37,341,2
-525,-1746,86,32.5,-68.3,-180.0,-343,-96,297,2
-1219,-630,-54,4.4,-47.6,-92.0,-353,-139,296,2
-1998,83,405,-19.1,-62.3,-50.1,-361,-159,279,2
-1807,179,-392,29.4,-36.9,-55.7,-370,-178,261,2
-1545,1313,83,-76.5,-72.4,-151.6,-379,-208,258,2
-1938,26,-513,-57.4,-117.7,-269.4,-377,-284,222,2
-1425,979,-831,258.0,-80.3,-195.3,-354,-370,171,2
-324,839,-305,-27.2,-28.0,-41.4,-332,-399,144,2
-47,-224,-410,-129.7,63.7,170.1,-351,-378,163,2
-168,-210,-380,37.5,134.8,363.1,-381,-267,209,2
-1408,637,82,-18.5,233.5,433.4,-354,-131,288,2
-1998,-1979,656,-191.7,198.4,371.7,-297,-2,332,2
-1351,-1998,1259,85.9,25.9,60.3,-239,36,340,2
-383,-1555,-78,-52.6,4.9,-130.9,-260,33,336,2
1861,1997,307,324.4,-122.6,-289.1,-327,-73,334,2
-462,-1112,-16,79.4,-57.9,-162.1,-360,-143,301,2
-1633,-400,319,-2.8,-71.4,-55.8,-379,-171,291,2
-1998,325,59,-55.7,-55.2,-65.3,-383,-191,259,2
-1998,923,-639,93.8,-45.0,-102.3,-391,-218,245,2
-1818,799,-496,-106.4,-84.8,-220.5,-383,-291,226,2
-1347,-450,-963,72.8,-54.1,-255.6,-370,-373,205,2
-1680,1338,-715,186.8,-49.2,-69.5,-346,-411,157,2
-124,225,-371,-143.4,70.1,104.6,-349,-399,149,2
-37,-519,-467,-35.7,142.8,317.1,-385,-323,206,2
-977,501,-47,54.4,217.8,418.8,-388,-192,268,2
-1998,-958,1039,-122.5,214.4,399.9,-331,-58,348,2
-1653,-1998,889,-53.6,72.0,178.2,-258,42,349,2
-1087,-1998,-504,-100.7,6.7,-105.2,-263,40,325,2
438,1807,-168,269.4,-117.9,-277.0,-326,-54,354,2
-508,-1568,-114,112.0,-44.8,-162.2,-369,-132,314,2
-1543,-405,166,13.0,-60.7,-63.1,-374,-166,310,2
-1998,-10,134,-63.5,-54.6,-61.9,-383,-186,273,2
-1998,946,-614,111.0,-42.9,-93.3,-394,-225,267,2
-1692,823,-412,-104.7,-93.0,-209.4,-388,-287,242,2
-1523,-286,-864,-24.7,-80.1,-276.9,-372,-383,217,2
242,640,-273,276.2,-62.7,-73.9,-360,-418,173,2
-1776,1227,-663,-129.9,29.7,112.4,-359,-413,187,2
3,-579,-441,-80.9,104.0,303.3,-386,-340,215,2
-704,414,-186,68.6,175.4,420.7,-387,-197,276,2
-1998,-755,716,-112.2,199.7,404.3,-325,-59,341,2
-1746,-1998,428,-87.1,92.8,201.8,-257,23,327,2
-266,-1998,814,23.6,-18.3,-89.9,-264,7,349,2
-657,-1458,1533,283.5,-208.1,-272.0,-314,-54,345,2
-1262,-1763,564,-4.8,-77.3,-214.8,-357,-137,334,2
-1052,-481,274,10.6,-58.6,-89.5,-365,-189,318,2
-1998,32,370,-48.4,-54.1,-58.3,-376,-209,302,2
-1998,420,-542,90.7,-30.8,-81.5,-387,-241,292,2
-1582,1405,-132,11.0,-73.5,-168.0,-384,-287,271,2
-1849,-32,-596,-52.5,-111.9,-254.2,-370,-374,242,2
-1947,918,-1023,188.6,-71.8,-134.5,-354,-446,202,2
21,960,-360,-15.6,6.4,32.9,-357,-459,168,2
-76,-387,-512,-34.6,111.5,294.5,-395,-404,219,2
-628,478,-120,60.2,193.9,402.7,-420,-264,277,2
-1998,-511,379,-106.3,217.0,416.2,-384,-94,355,2
-1980,-1998,674,-130.9,96.8,244.7,-283,37,371,2
-843,-1998,958,-49.7,-9.1,-43.6,-260,61,379,2
566,-68,158,718.9,-71.0,-243.6,-324,-45,384,2
-1049,-1747,170,-106.6,-92.4,-243.6,-392,-126,340,2
-1204,-174,268,40.6,-61.3,-79.0,-406,-169,333,2
-1998,163,304,-35.5,-61.6,-54.3,-411,-180,306,2
-1792,429,-426,83.3,-42.2,-81.9,-419,-204,285,2
-1369,869,-701,-127.4,-80.9,-181.1,-426,-258,263,2
-1720,-641,-636,-42.3,-101.5,-276.0,-406,-348,229,2
-1998,1363,-940,339.7,-84.6,-132.8,-378,-412,182,2
91,1039,-447,-86.5,8.2,21.8,-377,-418,160,2
-119,-468,-420,-143.8,87.9,234.8,-386,-364,204,2
-530,23,-340,37.5,146.1,393.9,-412,-230,247,2
-1998,-21,270,-45.4,228.2,407.5,-357,-80,314,2
-1998,-1998,572,-129.1,139.7,251.7,-271,31,339,2
-293,-1751,1235,-64.8,-14.7,-12.8,-254,53,355,2
-1998,-1998,1588,-213.7,-107.3,-427.0,-302,21,311,2
-1020,222,1070,-55.6,-90.3,-228.4,-357,-81,341,2
-1081,-297,-42,102.9,-46.4,-113.1,-374,-138,327,2
-1822,-387,124,-21.7,-64.7,-46.7,-385,-162,298,2
-1909,248,-264,-25.3,-49.0,-75.0,-399,-186,281,2
-1864,1106,-328,117.2,-52.9,-125.7,-403,-222,265,2
-1987,105,-586,-113.8,-99.8,-257.2,-399,-287,252,2
-1959,390,-972,160.0,-61.4,-200.3,-378,-383,215,2
-154,1350,-280,75.6,-21.3,-31.2,-363,-412,175,2
-141,-68,-427,-145.6,72.6,166.3,-369,-393,201,2
-211,-242,-370,11.6,138.8,358.7,-397,-294,253,2
-1499,467,76,-20.6,230.9,437.2,-379,-108,334,2
-1998,-1998,777,-235.4,155.9,319.6,-275,22,349,2
-1323,-1998,1433,14.9,8.6,10.0,-236,47,365,2
-1998,-1998,981,-282.0,4.3,-398.1,-292,8,329,2
-319,532,261,-58.3,-114.3,-233.8,-350,-96,343,2
-1221,-308,-102,101.8,-49.0,-120.9,-378,-139,326,2
-1712,-488,119,-14.0,-64.9,-45.3,-390,-172,287,2
-1998,338,-211,-47.6,-51.8,-60.9,-398,-192,288,2
-1857,1023,-418,128.5,-45.2,-91.9,-393,-220,262,2
-1605,487,-485,-167.3,-88.6,-229.6,-393,-281,248,2
-1436,-322,-1008,92.6,-66.6,-232.7,-369,-372,206,2
-1133,1389,-445,137.6,-62.7,-66.0,-353,-409,167,2
-67,-640,-492,-150.5,36.0,117.1,-384,-318,215,2
-82,201,-330,-34.7,110.1,320.1,-368,-408,177,2
-885,681,-45,93.1,193.2,426.3,-388,-175,281,2
-1998,-897,663,-142.0,204.6,397.3,-317,-34,333,2
-1578,-1998,718,36.8,66.7,186.2,-246,55,342,2
-790,-1998,560,-151.2,22.0,-184.1,-247,53,347,2
743,878,686,314.9,-113.2,-276.5,-320,-43,368,2
-364,-1134,-238,48.7,-65.3,-171.9,-365,-114,329,2
-1293,-570,-22,10.5,-56.4,-64.9,-381,-152,325,2
-1998,312,230,-56.3,-59.5,-52.4,-389,-173,290,2
-1634,232,-467,64.6,-33.7,-84.7,-398,-190,263,2
-1524,1159,-245,6.3,-76.5,-159.9,-396,-242,257,2
-1677,-277,-617,-143.9,-107.6,-257.6,-389,-315,227,2
-1981,399,-711,288.1,-90.0,-150.7,-360,-405,182,2
25,1281,-259,-54.6,-29.3,9.1,-355,-410,153,2
-207,-434,-507,-202.5,52.2,199.0,-367,-374,178,2
-382,-145,-436,96.1,109.8,389.4,-390,-250,206,2
-1802,599,150,20.4,224.6,441.7,-358,-103,276,2
-1998,-1998,837,-235.2,188.6,333.9,-282,4,304,2
-732,-1998,1365,111.7,28.6,67.3,-250,38,345,2
-1998,-1998,-175,-272.7,-156.8,-381.7,-291,-2,303,2
264,1825,687,-113.4,-106.2,-224.9,-347,-106,322,2
-1246,-7,21,120.1,-56.7,-95.3,-369,-157,308,2
-1905,-615,313,-48.0,-77.9,-67.4,-382,-189,283,2
-1954,172,-246,-42.4,-60.6,-65.7,-389,-204,260,2
-1824,1105,-201,104.5,-55.5,-100.9,-379,-240,242,2
-1624,408,-519,-143.0,-96.6,-218.5,-381,-301,223,2
-1949,-125,-945,-15.4,-72.1,-247.9,-356,-394,190,2
-626,1129,-248,104.0,-15.2,-39.8,-345,-418,155,2
-315,231,-464,-72.7,82.4,161.8,-355,-411,180,2
-238,61,-343,23.8,166.4,340.1,-385,-317,219,2
-1529,522,246,-10.8,229.6,439.4,-381,-173,299,2
-1998,-1895,854,-200.9,181.3,375.9,-308,-27,351,2
-1050,-1998,1280,40.4,28.0,97.2,-250,43,337,2
-1998,-1998,-890,-282.1,-20.1,-260.3,-277,42,319,2
1575,1997,1233,362.7,-109.5,-263.2,-339,-73,336,2
-393,-1631,-380,74.8,-53.9,-124.9,-376,-139,308,2
-1583,-584,-2,-21.1,-67.0,-43.5,-391,-164,303,2
-1998,504,-108,-18.3,-51.1,-51.1,-395,-189,275,2
-1854,1266,-292,127.3,-47.3,-104.3,-402,-228,259,2
-1998,304,-383,-140.7,-97.3,-256.6,-393,-305,230,2
-1992,-22,-1073,94.7,-65.2,-254.4,-370,-397,190,2
-474,1593,-327,154.2,-44.3,-77.7,-356,-419,152,2
-260,35,-653,-164.9,71.8,125.7,-365,-400,180,2
-100,-180,-349,40.1,159.6,361.4,-388,-298,229,2
-1239,565,276,-26.2,230.7,441.9,-373,-153,306,2
-1998,-1980,926,-214.8,178.1,369.6,-295,-12,343,2
-1132,-1998,1289,8.8,21.3,97.9,-241,55,343,2
-541,-1998,-1783,-106.6,7.6,-147.7,-266,51,324,2
1956,1997,517,456.3,-116.9,-299.3,-339,-75,349,2
-380,-1440,-402,35.2,-58.9,-158.2,-373,-132,320,2
-1374,-645,25,-14.9,-63.4,-52.9,-380,-155,295,2
-1998,454,12,-42.8,-54.1,-48.9,-393,-177,280,2
-1911,1152,-449,136.5,-34.9,-86.5,-393,-201,266,2
-1759,282,-453,-129.2,-98.7,-240.8,-406,-263,241,2
-1500,-35,-967,0.1,-86.8,-280.4,-387,-356,205,2
-1971,1343,-634,203.4,-48.2,-109.6,-358,-411,157,2
-18,481,-231,-112.0,32.9,77.3,-360,-414,154,2
105,-500,-427,-77.9,114.9,285.8,-388,-346,219,2
-738,404,-129,94.4,204.2,429.4,-395,-205,266,2
-1998,-287,629,-136.7,201.0,409.2,-346,-62,346,2
-1742,-1998,415,-110.4,68.2,189.5,-258,44,336,2
-409,-1998,671,-14.0,-18.0,-85.5,-247,60,336,2
81,-1802,1266,252.9,-173.8,-269.0,-317,-24,334,2
-1870,-1303,550,-88.3,-82.8,-223.5,-362,-98,317,2
-1095,-409,197,41.7,-41.9,-98.1,-383,-151,317,2
-1998,-3,410,-25.9,-56.5,-42.9,-391,-161,288,2
-1974,269,-417,76.1,-30.0,-83.1,-394,-188,271,2
-1739,1687,-123,13.9,-66.1,-174.0,-403,-239,278,2
-1775,-147,-762,-3.4,-95.5,-254.8,-389,-320,239,2
-1786,1105,-648,291.3,-74.8,-163.5,-370,-397,197,2
120,1150,-239,-55.8,-18.6,11.2,-357,-409,172,2
-108,-343,-602,-160.2,69.3,213.8,-376,-363,211,2
-429,9,-347,36.0,137.6,389.6,-404,-244,251,2
-1994,-17,141,-17.8,214.3,444.3,-355,-85,321,2
-1998,-1998,999,-158.4,137.4,251.7,-275,21,341,2
-462,-1998,1452,27.2,-19.2,-27.2,-247,44,359,2
-791,-1586,1520,381.8,-171.4,-240.3,-306,-1,333,2
-1011,-1189,790,-107.8,-107.8,-243.9,-353,-101,344,2
-1039,-436,108,59.4,-53.6,-101.2,-369,-161,325,2
-1998,133,737,-11.0,-72.7,-37.4,-381,-167,310,2
-1874,205,-361,-27.5,-48.7,-73.9,-388,-193,279,2
-1799,1528,-9,52.7,-54.9,-99.8,-404,-227,271,2
-1845,-113,-556,-95.6,-102.5,-246.1,-390,-293,237,2
-1677,438,-835,303.9,-91.9,-159.5,-378,-380,200,2
-195,1316,-427,22.2,-39.7,-12.8,-361,-395,136,2
-290,-444,-577,-157.5,71.6,165.9,-364,-383,158,2
-323,-28,-212,35.9,154.7,336.2,-397,-294,230,2
-1590,303,-3,-65.3,227.8,413.4,-376,-114,287,2
-1998,-1998,804,-155.9,174.6,366.7,-287,12,322,2
-1107,-1998,1456,29.4,37.2,27.3,-244,41,340,2
-1173,-1998,-1997,-450.8,-22.6,-471.4,-299,9,299,2
-1186,1243,1009,23.8,-100.5,-218.4,-342,-85,325,2
-1025,-514,-169,100.8,-44.8,-111.9,-373,-144,313,2
-1975,-251,454,-22.6,-62.7,-42.9,-387,-170,294,2
-1981,172,-340,-45.7,-36.7,-61.4,-383,-187,267,2
-1821,1206,-151,157.7,-30.5,-97.5,-395,-218,260,2
-1799,428,-180,-123.5,-79.4,-224.4,-396,-288,241,2
-1403,-189,-1170,167.9,-61.1,-209.7,-378,-379,199,2
-1663,1656,-615,106.3,-50.8,-49.0,-356,-405,147,2
-280,30,-399,-136.9,72.0,125.0,-375,-395,182,2
-212,-344,-315,-5.1,145.0,330.3,-395,-308,233,2
-1350,640,-101,16.8,225.3,428.4,-384,-161,303,2
-1998,-1758,753,-144.2,211.1,395.0,-307,-27,353,2
-1534,-1998,1623,-19.1,49.5,118.5,-242,45,362,2
-788,-1998,-676,-107.0,-21.4,-134.8,-260,39,320,2
1787,1155,98,300.7,-97.3,-252.6,-345,-52,333,2
-1115,-1698,-208,35.2,-53.9,-161.2,-373,-122,317,2
-1468,-581,-93,-5.1,-56.9,-57.3,-390,-162,290,2
-1998,448,124,-10.6,-49.9,-42.6,-388,-169,286,2
-1945,1152,-331,118.3,-29.7,-89.7,-397,-195,272,2
-1705,668,-505,-81.7,-74.1,-219.6,-402,-256,251,2
-1548,-351,-832,35.2,-80.3,-288.8,-386,-372,229,2
-1953,1421,-854,271.7,-69.1,-106.2,-363,-407,158,2
-125,563,-452,-177.5,37.4,76.5,-370,-403,173,2
31,-827,-486,-33.0,110.2,288.9,-400,-339,213,2
-620,685,-113,96.7,194.0,397.5,-397,-205,270,2
-1998,-606,577,-167.0,221.6,394.6,-332,-51,345,2
-1893,-1998,494,-105.2,93.1,232.1,-254,48,347,2
-1196,-1998,1453,-113.5,-26.6,-110.0,-255,47,343,2
989,1544,271,533.2,-120.1,-286.5,-333,-68,351,2
-861,-1895,92,-19.9,-76.0,-201.3,-365,-121,321,2
-1239,-564,37,-2.8,-70.2,-67.6,-379,-166,311,2
-1998,325,178,-37.5,-69.6,-49.0,-391,-169,287,2
-1831,594,-504,84.2,-43.3,-73.5,-391,-209,265,2
-1473,799,-570,-50.6,-80.5,-171.8,-401,-249,248,2
-1801,-295,-351,-60.5,-116.9,-262.5,-389,-330,216,2
-1926,1140,-876,200.7,-80.9,-135.3,-367,-399,165,2
-301,611,-463,-122.4,2.5,9.1,-366,-414,158,2
-34,-520,-428,-71.7,98.4,265.0,-385,-357,205,2
-352,184,-300,94.2,181.5,391.0,-387,-245,247,2
-1998,-154,338,-90.5,243.7,408.6,-355,-100,337,2
-1998,-1998,683,-201.8,124.5,278.2,-275,23,343,2
-301,-1998,1258,-43.8,-15.3,-29.4,-239,48,349,2
-1656,-1998,1878,-34.0,-209.0,-406.9,-297,11,303,2
-1457,-415,1221,-77.7,-111.0,-237.3,-344,-80,332,2
-1042,-428,173,71.1,-57.6,-116.4,-370,-143,300,2
-1797,-345,302,-27.6,-65.8,-29.5,-385,-170,283,2
-1998,352,-323,14.9,-40.7,-66.2,-392,-187,270,2
-1733,1352,-106,64.7,-63.9,-137.9,-393,-234,246,2
-1846,-39,-978,-111.5,-101.4,-268.3,-386,-316,215,2
-1804,848,-815,246.4,-71.1,-185.0,-358,-402,178,2
-184,1136,-243,0.7,-21.2,-35.0,-363,-409,160,2
-68,-333,-428,-129.1,73.2,169.0,-372,-376,185,2
-208,-111,-361,53.6,143.0,354.6,-393,-262,239,2
-1455,466,161,-78.3,237.9,423.7,-367,-119,311,2
-1998,-1989,824,-270.0,169.8,312.7,-287,8,338,2
-619,-1998,1378,105.3,16.5,9.6,-246,45,352,2
-1998,-1998,1407,-202.9,-118.2,-457.6,-305,-3,324,2
-1101,-77,529,-7.5,-94.7,-220.1,-356,-93,339,2
-1074,-372,-8,77.4,-62.0,-108.1,-376,-144,309,2
-1924,-417,235,-17.5,-66.6,-44.8,-385,-172,282,2
-1940,458,44,1.6,-51.3,-58.5,-388,-185,267,2
-1931,1354,-337,28.4,-67.6,-117.1,-392,-221,258,2
-1957,40,-798,-132.3,-108.7,-255.7,-397,-292,217,2
-1876,687,-933,255.0,-66.9,-191.6,-378,-384,180,2
-98,1369,-146,56.6,-18.4,-41.1,-351,-403,140,2
-135,-268,-402,-177.1,83.3,162.4,-374,-384,173,2
-294,-434,-367,21.0,138.9,342.5,-395,-282,221,2
-1344,566,98,30.6,226.1,425.8,-381,-147,291,2
-1998,-1832,1064,-199.8,205.9,311.2,-308,-11,342,2
-1011,-1998,1074,62.5,10.7,35.6,-241,49,347,2
-1671,-1998,863,-313.0,-87.9,-442.6,-302,12,301,2
-1154,703,430,-23.2,-97.0,-207.3,-343,-91,337,2
-1138,-409,-198,99.6,-44.1,-108.8,-371,-143,313,2
-1692,-549,45,-16.5,-56.7,-44.5,-375,-162,294,2
-1998,297,-196,-39.8,-47.3,-54.2,-387,-178,291,2
-1857,1227,-437,138.5,-40.4,-92.8,-392,-213,270,2
-1873,573,-474,-114.5,-85.4,-234.5,-397,-279,254,2
-1114,-285,-831,82.3,-51.9,-236.7,-372,-360,217,2
-1306,1398,-327,164.7,-49.6,-38.2,-364,-401,180,2
-234,124,-222,-164.9,34.0,115.3,-365,-389,186,2
-147,-772,-409,-35.4,98.2,310.0,-385,-311,236,2
-820,649,-6,86.7,183.5,407.9,-386,-171,281,2
-1998,-1080,604,-191.5,204.4,375.6,-315,-38,331,2
-1479,-1998,609,33.2,67.4,180.0,-248,42,336,2
-486,-1998,-7,-61.4,-3.2,-145.5,-250,33,340,2
608,619,-8,367.7,-95.0,-282.9,-319,-61,358,2
-261,-1428,-197,41.1,-63.0,-169.7,-363,-117,326,2
-1318,-556,66,14.5,-47.7,-72.9,-371,-166,316,2
-1998,259,254,-36.4,-59.5,-61.1,-387,-186,300,2
-1669,348,-570,62.7,-41.7,-78.4,-390,-212,286,2
-1661,1261,-136,-2.5,-68.3,-143.0,-392,-246,271,2
-1806,-176,-669,-56.8,-114.2,-241.5,-383,-326,237,2
-1998,848,-955,264.1,-76.5,-117.0,-364,-404,192,2
159,1129,-232,-80.7,12.6,47.0,-356,-415,174,2
-15,-507,-362,-120.3,98.4,243.3,-371,-348,225,2
-648,289,-237,34.8,163.8,383.2,-395,-225,283,2
-1998,-268,219,-81.6,213.4,421.6,-338,-76,338,2
-1998,-1998,730,-212.6,125.1,280.0,-261,40,339,2
-268,-1998,890,12.8,-6.5,-12.1,-249,42,348,2
-1736,-1937,1723,105.4,-222.6,-304.5,-303,-15,354,2
-1253,-910,1072,-103.8,-100.0,-235.6,-362,-97,322,2
-1050,-235,369,33.2,-45.5,-98.9,-372,-150,316,2
-1998,59,766,-23.1,-42.4,-25.8,-381,-167,299,2
-1855,351,-410,67.8,-24.1,-67.2,-386,-182,284,2
-1707,1736,159,14.2,-70.7,-121.5,-394,-230,280,2
-1864,-36,-656,-124.4,-99.4,-259.3,-386,-303,249,2
-1912,633,-701,208.7,-76.9,-191.8,-369,-390,204,2
