X(mg),Y(mg),Z(mg),X(dps),Y(dps),Z(dps),X(mGa),Y(mGa),Z(mGa),Output
343,379,-54,-56.2,51.6,136.4,-298,-114,78,3
191,75,284,-9.5,21.4,142.3,-268,-58,89,3
-114,81,673,67.6,22.0,144.7,-245,-75,72,3
-565,-1560,110,-115.2,20.0,93.5,-219,-44,96,3
-1184,-656,140,41.9,26.1,62.6,-199,-37,121,3
-1530,-984,326,-30.4,24.9,-3.5,-189,-32,149,3
-1897,-289,97,190.8,-4.9,-5.4,-181,-42,188,3
-1551,233,2,11.4,-27.8,-57.1,-193,-71,177,3
-1992,-144,91,-47.6,-32.5,-88.2,-211,-109,146,3
-1393,-355,-491,-25.2,-61.9,-123.6,-221,-127,140,3
-1433,-90,-278,44.3,-76.2,-125.7,-225,-138,112,3
-1998,119,208,-3.9,-61.9,-105.4,-245,-176,73,3
-1286,-593,-59,-75.6,-30.0,-92.0,-263,-191,49,3
-1059,-424,-1,49.0,-30.0,-28.7,-280,-184,32,3
-628,-243,185,16.6,-4.7,25.4,-295,-181,38,3
110,-170,-131,10.1,30.4,84.9,-303,-141,62,3
79,382,162,55.2,44.7,136.7,-293,-105,80,3
412,523,347,-22.1,38.5,147.2,-272,-59,85,3
-28,-267,88,-101.9,47.3,112.5,-257,-76,70,3
-249,-1358,-148,-21.2,28.4,104.4,-223,-37,93,3
-813,-465,24,46.0,26.2,78.9,-199,-37,106,3
-1549,-863,234,-39.8,36.6,12.9,-175,-36,140,3
-1704,-761,12,63.2,15.5,-6.5,-181,-42,176,3
-1998,98,-103,141.1,-21.1,-28.3,-193,-59,182,3
-1591,210,-331,0.1,-26.1,-75.2,-216,-99,155,3
-1869,-487,-426,-115.0,-54.3,-148.2,-216,-111,144,3
-1889,-163,-207,56.9,-63.5,-123.6,-219,-126,106,3
-1064,144,-3,49.2,-76.6,-82.8,-233,-150,69,3
-1633,-104,187,-86.5,-65.7,-83.3,-258,-183,47,3
-1162,-645,-106,-59.6,-8.7,-46.9,-275,-189,41,3
-881,-208,54,42.8,-6.4,24.1,-297,-181,42,3
-233,-452,102,-29.7,14.2,53.7,-302,-150,59,3
549,-158,-119,78.6,34.3,121.8,-299,-103,75,3
315,1051,283,83.2,38.5,120.9,-282,-75,71,3
299,345,163,-115.7,45.5,129.2,-265,-88,49,3
-899,-1933,-98,-207.7,36.1,92.6,-225,-56,87,3
-458,-731,103,170.8,26.3,87.5,-195,-25,116,3
-1358,-593,301,-27.0,39.7,22.4,-182,-40,142,3
-1870,-1126,-111,29.4,22.1,-5.6,-176,-40,161,3
-1998,341,-33,159.6,-11.9,-21.6,-187,-54,187,3
-1776,27,-249,-27.5,-23.7,-70.2,-205,-82,175,3
-1998,-409,-28,-91.8,-47.8,-139.7,-214,-116,143,3
-1550,-423,-248,60.5,-69.5,-122.4,-226,-123,121,3
-1343,255,-147,54.7,-86.6,-96.9,-232,-143,82,3
-1682,-26,353,-70.9,-57.7,-84.4,-252,-172,37,3
-1101,-735,-216,-83.3,-23.8,-73.7,-270,-184,29,3
-952,-248,105,56.2,-21.4,-4.5,-293,-171,26,3
-69,-38,-39,6.5,16.6,46.9,-309,-149,49,3
128,82,31,23.3,50.1,117.6,-303,-117,67,3
444,480,74,-8.4,53.5,133.3,-280,-83,75,3
453,388,188,-59.0,40.2,138.6,-253,-94,52,3
-778,-1651,-140,-90.1,47.8,84.7,-211,-46,78,3
-660,-819,223,117.0,28.1,83.0,-196,-19,106,3
-1375,-647,333,-23.3,32.4,26.6,-190,-31,124,3
-1676,-1000,-23,23.2,14.5,1.7,-178,-38,162,3
-1998,-30,32,119.4,-17.6,-27.7,-188,-59,160,3
-1910,43,-193,-20.7,-25.8,-76.3,-200,-86,149,3
-1998,-414,-111,-85.8,-50.6,-141.4,-211,-109,136,3
-1911,-347,-118,57.2,-65.8,-129.4,-219,-123,104,3
-1185,238,-84,42.0,-77.4,-89.4,-233,-151,69,3
-1497,-255,148,-67.5,-71.5,-100.1,-244,-175,35,3
-1277,-529,-90,-40.1,-24.9,-72.8,-266,-180,21,3
-803,-177,170,46.3,-17.0,-2.3,-289,-181,28,3
-41,-176,-33,-0.9,22.8,52.4,-302,-142,48,3
15,291,-37,43.4,52.8,122.0,-290,-119,63,3
483,674,406,-4.9,47.4,165.6,-273,-96,67,3
123,-494,-216,-192.9,70.7,100.1,-259,-82,62,3
73,-930,-32,175.2,27.1,137.4,-227,-39,92,3
-742,-305,9,36.4,29.6,89.2,-199,-37,99,3
-1299,-958,170,-69.3,35.0,29.3,-194,-44,114,3
-1824,-1305,-203,48.6,6.5,-1.4,-180,-41,158,3
-1998,243,-99,184.7,-28.0,-23.9,-190,-61,182,3
-1744,270,-188,-47.8,-25.4,-84.4,-208,-96,175,3
-1924,-609,-360,-139.8,-45.2,-160.3,-223,-126,135,3
-1996,-210,-329,43.2,-49.3,-135.7,-220,-144,103,3
-1989,151,233,-1.0,-62.1,-118.3,-245,-178,70,3
-1267,-449,-213,-72.0,-29.5,-105.0,-256,-188,51,3
-1111,-323,-17,16.6,-26.3,-43.1,-283,-178,32,3
-689,-310,54,4.7,-8.5,17.9,-306,-180,34,3
0,-202,-84,20.7,21.3,86.4,-311,-137,68,3
102,363,190,59.6,39.2,146.5,-284,-87,75,3
697,720,367,7.0,26.5,175.0,-277,-90,66,3
-34,-657,-605,-284.4,73.3,28.1,-244,-62,67,3
-139,-966,567,154.9,11.2,115.2,-217,-33,90,3
-600,-508,452,55.5,27.5,68.1,-194,-33,117,3
-1455,-903,111,-25.6,23.0,28.3,-181,-28,144,3
-1839,-739,-104,97.3,-6.5,1.8,-190,-44,178,3
-1980,214,23,73.5,-28.2,-40.6,-189,-63,162,3
-1762,-4,-180,-44.1,-28.9,-88.9,-211,-98,142,3
-1783,-649,-612,-106.6,-62.9,-161.3,-221,-120,121,3
-1938,-48,-296,92.9,-79.0,-117.2,-229,-129,105,3
-1747,180,324,13.3,-70.5,-101.2,-238,-159,49,3
-1229,-708,-297,-109.9,-34.1,-98.2,-260,-170,29,3
-988,-392,-65,66.3,-37.3,-28.2,-275,-138,23,3
-584,464,552,134.1,-41.9,64.0,-297,-146,14,3
239,65,-547,-199.5,57.5,62.3,-292,-136,39,3
173,-182,163,3.3,37.2,142.7,-282,-96,54,3
757,581,414,90.1,21.3,168.0,-252,-62,69,3
-413,-289,281,-280.4,106.8,37.9,-236,-77,56,3
-125,-1588,115,111.0,29.8,107.2,-212,-37,92,3
-1055,-546,263,49.7,37.0,60.9,-186,-33,122,3
-1932,-1289,199,27.1,26.1,12.3,-186,-37,158,3
-1885,23,-10,146.0,-0.6,-22.8,-191,-51,166,3
-1861,-209,-176,-4.6,-23.8,-68.4,-194,-71,161,3
-1998,-56,290,-13.4,-51.1,-115.7,-221,-109,135,3
-1573,-436,-417,-8.6,-69.7,-133.2,-225,-130,105,3
-1333,126,-139,95.1,-83.7,-99.6,-234,-153,74,3
-1615,-18,212,-69.8,-75.3,-100.1,-256,-186,38,3
-1346,-620,-84,-70.5,-23.4,-69.5,-274,-182,17,3
-726,-322,171,40.1,-19.4,11.7,-298,-173,32,3
183,-71,-220,24.2,28.3,69.5,-302,-141,58,3
122,578,119,45.7,48.6,127.1,-301,-118,59,3
452,456,106,-78.8,62.3,132.6,-267,-75,68,3
377,-28,132,-15.1,33.5,158.6,-254,-86,56,3
-691,-1774,-22,-8.4,34.6,104.0,-223,-45,95,3
-967,-665,275,60.4,37.1,66.7,-208,-38,100,3
-1554,-1078,139,-35.5,29.5,17.8,-188,-40,136,3
-1697,-509,-90,138.3,-1.6,4.2,-179,-48,158,3
-1921,-105,-71,35.5,-30.5,-47.8,-191,-72,160,3
-1917,135,-143,-7.7,-41.5,-86.8,-203,-109,136,3
-1441,-502,-582,-89.1,-72.5,-145.4,-222,-122,112,3
-1768,-1,-309,66.9,-71.2,-128.9,-225,-141,93,3
-1768,164,159,-47.6,-61.0,-114.6,-248,-175,58,3
-1214,-532,-46,-80.2,-16.8,-90.7,-269,-190,39,3
-994,-340,75,58.4,-8.2,-18.5,-295,-179,48,3
-298,-40,20,7.4,20.9,37.8,-315,-171,58,3
72,104,-104,-3.2,52.0,108.0,-312,-143,75,3
371,296,132,-36.6,51.9,143.8,-296,-108,75,3
801,387,92,8.9,7.7,173.5,-270,-96,67,3
-594,-1336,-131,-204.7,78.6,58.2,-240,-62,82,3
-560,-861,338,93.3,20.4,81.4,-214,-35,104,3
-1115,-699,297,-26.3,26.4,30.8,-187,-38,119,3
-1895,-1221,-29,29.1,4.4,5.1,-183,-35,174,3
-1998,46,155,131.3,-23.8,-26.5,-185,-58,175,3
-1871,-18,-134,-29.6,-32.3,-77.5,-203,-91,147,3
-1998,-310,-136,-76.6,-53.9,-141.5,-210,-118,114,3
-1938,-324,-41,9.1,-57.4,-137.7,-220,-131,97,3
-1965,90,410,63.8,-80.8,-118.5,-229,-161,64,3
-1267,-238,-56,-55.6,-33.8,-109.2,-260,-179,41,3
-1079,-315,20,12.7,-18.2,-50.8,-281,-188,30,3
-746,-144,94,7.1,8.8,15.3,-296,-175,36,3
49,-174,-158,-20.6,35.3,82.1,-300,-149,54,3
225,176,88,32.9,51.3,142.2,-302,-107,62,3
554,570,458,-14.2,46.4,140.5,-267,-77,75,3
172,-133,1,-86.6,48.3,120.2,-251,-91,60,3
-773,-1815,45,-6.0,28.9,101.0,-218,-44,100,3
-770,-683,45,116.7,30.1,72.5,-195,-30,115,3
-1383,-762,257,-19.4,20.3,23.8,-186,-33,147,3
-1715,-846,-164,103.0,-13.8,2.8,-180,-42,182,3
-1983,378,-156,69.6,-36.4,-43.4,-188,-57,169,3
-1810,64,-230,-40.5,-37.3,-83.5,-210,-86,147,3
-1728,-576,-425,-104.5,-70.8,-145.8,-211,-118,131,3
-1879,-347,-221,57.2,-65.8,-139.5,-222,-120,98,3
-1611,263,371,46.6,-72.6,-93.6,-229,-152,57,3
-1139,-207,161,-65.7,-39.3,-90.4,-252,-179,38,3
-994,-429,66,12.7,-5.4,-32.7,-285,-167,27,3
-529,56,-89,48.5,19.4,34.2,-300,-157,65,3
-76,92,29,-28.1,58.9,99.1,-308,-132,68,3
391,-72,62,-27.7,61.6,138.3,-301,-101,93,3
566,328,464,7.4,31.0,150.2,-273,-73,86,3
204,-124,-224,-113.4,63.5,90.6,-249,-70,77,3
-1430,-1687,-5,-26.1,13.8,94.2,-207,-31,105,3
-614,-870,191,93.7,24.9,59.9,-190,-33,131,3
-1928,-1034,167,-20.1,16.3,-8.6,-184,-24,155,3
-1969,-297,-76,174.5,-20.5,-2.5,-181,-43,182,3
-1745,366,-7,19.3,-45.8,-55.0,-192,-70,142,3
-1998,-92,413,-84.9,-53.9,-110.6,-204,-113,125,3
-1487,-559,-453,-51.1,-65.5,-149.7,-212,-128,102,3
-1586,250,-42,119.2,-83.4,-110.3,-220,-144,76,3
-1157,76,94,-52.7,-56.2,-113.3,-244,-183,44,3
-1327,-533,93,-48.0,-27.7,-75.6,-270,-191,32,3
-737,-270,-56,21.6,-4.5,-13.2,-291,-174,42,3
-350,-2,9,35.0,30.6,65.8,-302,-144,57,3
249,150,72,14.7,64.2,127.6,-307,-122,73,3
464,355,364,-10.2,58.5,154.7,-292,-84,81,3
297,121,107,-76.5,52.0,114.7,-268,-84,71,3
-377,-1057,-101,-63.8,44.9,116.9,-242,-49,83,3
-702,-1352,77,34.7,19.6,83.8,-210,-32,118,3
-1253,-731,-35,71.0,17.0,35.0,-192,-20,145,3
-1972,-368,45,48.6,-0.1,-1.4,-186,-30,157,3
-1998,-237,185,31.2,-16.8,-42.8,-188,-58,163,3
-1783,-183,-338,-35.5,-43.6,-82.2,-204,-80,149,3
-1995,-325,-266,-48.1,-71.3,-138.9,-215,-111,128,3
-1946,7,-67,29.6,-64.9,-133.0,-220,-128,83,3
-1828,52,316,3.3,-74.2,-120.8,-234,-158,57,3
-1324,-387,27,-47.1,-34.5,-104.0,-247,-178,34,3
-1163,-340,16,27.3,-24.3,-46.7,-277,-176,34,3
-697,-121,53,11.6,3.5,14.3,-299,-186,41,3
-9,-186,-111,-22.0,33.8,71.6,-308,-138,63,3
136,211,-38,56.9,50.9,142.2,-299,-101,69,3
595,459,294,-8.8,46.7,142.6,-266,-68,80,3
140,-21,177,-66.6,37.4,114.5,-254,-67,72,3
-608,-1567,-107,-45.8,4.6,121.9,-211,-34,94,3
-667,-597,164,66.8,19.2,78.1,-190,-22,111,3
-1589,-947,229,-51.5,25.0,15.3,-178,-34,130,3
-1926,-486,17,137.9,-5.8,6.6,-172,-37,148,3
-1783,173,137,15.4,-30.3,-41.5,-188,-71,150,3
-1835,-42,-11,-37.2,-32.1,-89.3,-199,-102,120,3
-1472,-433,-491,-83.6,-58.7,-146.8,-215,-124,110,3
-1768,-143,-250,54.0,-60.3,-132.0,-221,-141,82,3
-1923,118,238,-26.3,-63.2,-127.8,-240,-179,50,3
-1333,-400,-103,-78.5,-15.9,-99.3,-256,-187,30,3
-880,-337,41,36.1,-10.3,-22.4,-285,-182,19,3
-592,-273,136,23.5,11.7,36.1,-307,-171,42,3
205,-35,-196,30.7,47.9,102.6,-313,-134,69,3
262,474,89,21.0,60.2,141.2,-297,-105,86,3
519,487,448,-30.3,38.9,153.5,-274,-70,89,3
71,-464,-353,-146.6,64.1,95.0,-255,-65,60,3
-738,-1667,181,94.3,1.7,105.1,-216,-37,108,3
-865,-406,20,73.0,29.7,65.5,-193,-26,125,3
-1736,-1169,148,-42.6,15.1,5.6,-184,-32,143,3
-1969,-440,21,159.5,-12.6,-5.3,-181,-42,175,3
-1705,377,-126,21.8,-42.7,-54.5,-191,-59,162,3
-1996,28,355,-66.9,-41.7,-95.7,-205,-104,131,3
-1386,-602,-511,-69.5,-63.0,-141.4,-223,-125,122,3
-1472,-7,-274,100.0,-77.5,-115.4,-221,-136,74,3
-1637,90,143,-25.2,-70.4,-111.9,-258,-165,42,3
-1308,-404,-52,-54.6,-21.4,-79.8,-269,-182,31,3
-955,-323,69,12.4,-8.5,-21.3,-295,-180,34,3
-305,-277,0,-3.3,14.0,31.9,-303,-153,63,3
46,231,-142,53.9,47.3,110.7,-301,-122,71,3
340,341,170,-28.9,60.6,133.4,-276,-86,74,3
776,410,216,10.7,32.5,168.1,-266,-100,64,3
-596,-1364,-493,-239.2,85.2,43.2,-233,-54,76,3
-920,-970,720,26.3,36.1,42.0,-205,-34,87,3
-954,-563,356,-8.6,29.9,34.7,-186,-27,124,3
-1731,-1260,82,8.0,10.7,5.0,-181,-34,149,3
-1998,71,20,180.1,-19.1,-6.9,-177,-54,175,3
-1779,68,-18,-28.4,-30.7,-68.6,-193,-74,151,3
-1998,-256,458,-67.3,-50.1,-118.2,-207,-110,135,3
-1600,-592,-252,19.9,-59.9,-134.6,-217,-121,126,3
-1613,425,178,141.3,-90.6,-98.8,-222,-146,75,3
-1195,-77,53,-96.4,-47.1,-114.5,-248,-177,44,3
-1242,-737,34,-14.7,-27.9,-69.8,-268,-180,32,3
-785,-128,-4,45.9,-11.0,-5.2,-294,-176,28,3
-207,-145,-27,-15.0,23.4,53.9,-306,-152,58,3
173,128,-43,16.0,50.6,120.4,-303,-121,62,3
456,323,131,-28.8,56.7,133.1,-284,-92,78,3
627,501,153,-1.6,27.7,161.0,-260,-90,58,3
-844,-1606,-320,-296.8,95.4,37.8,-223,-56,80,3
-602,-995,566,132.3,26.9,59.7,-197,-29,107,3
-1028,-484,445,-2.8,32.4,37.3,-190,-39,115,3
-1334,-1224,-219,3.7,-0.4,9.5,-193,-39,169,3
-1998,-44,-2,167.3,-22.7,-26.7,-194,-61,176,3
-1790,294,-197,-2.1,-30.1,-80.8,-208,-88,152,3
-1993,-576,-209,-130.1,-42.7,-161.6,-219,-129,135,3
-1998,-220,-275,28.0,-43.5,-135.5,-239,-141,92,3
-1993,5,4,11.6,-72.1,-143.9,-254,-174,58,3
-1493,-195,73,1.8,-43.1,-87.2,-259,-196,47,3
-956,-539,-35,-18.2,-25.6,-49.4,-287,-187,24,3
-616,-366,103,37.5,-18.9,17.9,-303,-177,34,3
-116,28,-50,26.9,20.7,80.1,-306,-152,56,3
66,312,146,0.7,48.7,132.3,-306,-122,55,3
419,273,248,-32.6,47.4,149.5,-266,-77,69,3
258,20,218,-35.7,38.9,131.5,-259,-82,58,3
-629,-1408,-19,-2.2,33.6,107.5,-222,-47,83,3
-683,-746,38,66.6,30.6,78.1,-200,-36,94,3
-1405,-895,107,-31.5,29.4,25.9,-183,-30,137,3
-1842,-686,-30,103.1,-1.1,15.1,-177,-39,166,3
-1879,65,81,52.2,-22.4,-31.9,-183,-63,166,3
-1901,-145,-348,-45.2,-32.1,-80.5,-198,-86,150,3
-1998,-312,-174,-43.8,-57.8,-131.5,-207,-119,123,3
-1595,-428,127,16.1,-65.1,-136.8,-211,-131,89,3
-1452,165,198,15.3,-68.3,-117.0,-226,-165,59,3
-1336,-55,-11,-56.3,-44.4,-98.4,-247,-185,36,3
-1128,-585,-42,-45.9,-11.9,-64.1,-272,-186,32,3
-730,-391,62,37.8,0.9,6.3,-294,-188,31,3
-155,-252,-34,13.7,23.4,65.5,-306,-156,46,3
78,216,-3,70.9,44.8,137.3,-296,-117,83,3
439,448,90,3.9,55.5,136.4,-275,-78,78,3
454,283,412,-7.7,39.6,146.3,-268,-96,54,3
-1030,-1635,-283,-40.3,26.8,111.2,-229,-47,89,3
-821,-879,123,68.6,35.8,70.9,-204,-37,120,3
-1296,-766,235,-28.3,27.7,27.5,-182,-31,134,3
-1704,-1090,-113,43.6,2.5,1.3,-175,-42,169,3
-1998,234,-60,117.4,-25.9,-27.6,-183,-58,169,3
-1744,17,-195,-38.9,-38.0,-75.0,-197,-90,140,3
-1998,-298,-126,-99.8,-53.6,-135.9,-215,-112,127,3
-1772,-559,-129,9.3,-57.6,-141.7,-220,-128,94,3
-1624,314,313,62.8,-77.2,-105.9,-237,-163,58,3
-1232,-130,18,-83.3,-43.4,-106.8,-255,-186,34,3
-1157,-561,84,-42.8,-18.9,-62.7,-280,-204,28,3
-748,-325,11,20.0,2.5,3.2,-297,-192,33,3
-235,-104,-122,35.8,28.4,80.2,-306,-150,56,3
68,201,92,71.7,43.2,150.8,-295,-115,80,3
655,314,244,4.9,55.1,140.0,-271,-73,81,3
297,189,321,-34.0,49.8,125.7,-263,-87,74,3
-924,-1376,-73,-45.2,37.1,101.5,-235,-47,84,3
-804,-939,184,97.5,26.5,80.2,-198,-18,116,3
-1271,-755,241,-1.6,27.3,25.9,-189,-34,136,3
-1984,-957,-47,36.1,3.5,-5.6,-179,-37,179,3
-1998,210,-65,117.4,-24.5,-30.1,-184,-55,163,3
-1687,53,-168,-43.8,-36.8,-79.3,-195,-86,144,3
-1998,-405,-90,-95.4,-50.1,-136.4,-213,-114,120,3
-1610,-348,-163,33.6,-62.0,-135.2,-223,-130,101,3
-1719,335,438,30.1,-78.8,-109.2,-224,-169,65,3
-1241,-374,4,-86.5,-35.2,-109.2,-254,-187,37,3
-1145,-492,18,-1.1,-20.3,-58.4,-269,-193,24,3
-709,-371,88,12.1,-5.2,5.3,-291,-185,33,3
-90,-319,-125,18.9,25.9,67.4,-303,-142,62,3
27,336,59,101.7,41.0,141.6,-302,-111,76,3
453,404,85,-41.7,59.6,134.2,-272,-70,79,3
478,379,254,5.9,35.3,141.6,-260,-91,63,3
-980,-1563,-377,-152.8,44.5,76.4,-226,-49,84,3
-871,-747,128,107.9,30.5,54.6,-202,-31,114,3
-1303,-462,329,5.0,31.7,29.1,-193,-32,129,3
-1550,-1198,-175,13.3,4.3,3.8,-183,-34,175,3
-1998,118,-49,148.8,-20.3,-26.9,-184,-52,188,3
-1915,141,-103,-1.9,-27.7,-71.6,-200,-88,173,3
-1998,-143,294,-78.4,-45.2,-126.9,-215,-113,133,3
-1570,-464,-279,18.6,-46.4,-135.8,-230,-139,111,3
-1786,263,278,38.0,-71.3,-111.7,-239,-167,71,3
-1043,-500,-89,-62.7,-31.7,-103.8,-252,-182,51,3
-1241,-451,15,17.5,-31.0,-73.0,-286,-190,49,3
-888,-164,64,33.0,-3.0,-7.1,-302,-183,36,3
-340,-409,101,-16.8,15.9,40.3,-315,-174,53,3
71,25,-105,43.7,42.7,116.7,-322,-138,78,3
106,395,111,2.1,53.4,138.1,-294,-96,86,3
570,467,170,20.1,20.2,164.7,-280,-85,66,3
-301,-873,-640,-284.5,98.4,19.5,-250,-61,72,3
-802,-892,633,144.9,10.1,88.4,-218,-39,103,3
-830,-314,341,35.7,18.0,63.7,-195,-30,108,3
-1345,-1096,181,-48.7,11.7,25.4,-184,-25,133,3
-1763,-715,-52,120.4,-15.8,1.7,-175,-38,163,3
-1716,403,21,96.9,-40.5,-31.8,-188,-61,154,3
-1666,3,-119,-65.9,-28.3,-85.2,-204,-94,142,3
-1707,-511,-524,-67.0,-58.3,-129.7,-219,-129,111,3
-1963,-194,-352,52.8,-68.1,-122.5,-220,-137,95,3
-1998,72,286,45.2,-72.0,-91.7,-233,-160,67,3
-1201,-558,37,-72.3,-44.1,-94.6,-249,-175,51,3
-1111,-370,99,28.5,-40.7,-44.9,-270,-164,18,3
-831,-126,134,29.6,-11.7,6.9,-285,-171,24,3
-223,-276,20,-17.9,16.5,46.5,-297,-139,41,3
135,72,-57,24.1,53.1,112.1,-292,-111,66,3
205,332,154,-6.5,54.7,126.4,-269,-63,70,3
598,498,306,-12.3,34.2,145.2,-264,-82,61,3
-980,-1608,-131,-190.6,72.6,49.6,-234,-46,68,3
-845,-750,269,103.1,35.0,54.2,-203,-21,94,3
-1020,-445,516,-3.7,36.6,39.6,-178,-34,118,3
-1509,-1222,10,-49.9,14.9,6.2,-175,-32,146,3
-1998,-565,55,137.9,-7.9,-22.7,-175,-43,166,3
-1877,618,-132,54.2,-33.9,-54.1,-193,-76,146,3
-1971,41,287,-104.4,-42.9,-114.8,-207,-106,128,3
-1304,-777,-326,4.2,-61.4,-120.1,-217,-111,102,3
-1484,443,-100,144.5,-81.2,-89.9,-220,-127,80,3
-1399,-23,144,-67.9,-64.0,-102.6,-236,-168,49,3
-1259,-674,13,-73.1,-23.3,-85.5,-254,-176,30,3
-1006,-288,54,46.5,-13.7,-29.0,-280,-176,22,3
-644,-239,88,3.0,9.8,17.9,-307,-175,36,3
77,-191,-100,0.4,36.9,92.0,-310,-146,68,3
69,270,106,39.9,48.7,135.8,-293,-103,79,3
613,749,289,36.9,22.4,171.9,-277,-88,51,3
-309,-919,-805,-332.7,103.6,34.8,-256,-78,65,3
-646,-1351,662,126.5,15.4,92.8,-217,-30,110,3
-744,-189,375,107.8,28.2,74.2,-188,-35,119,3
-1129,-812,23,-55.5,22.8,25.2,-186,-36,139,3
-1983,-957,-82,58.6,5.9,-4.2,-187,-39,168,3
-1997,176,2,61.1,-26.8,-39.6,-196,-61,166,3
-1800,71,-233,-23.3,-25.4,-83.9,-200,-96,154,3
-1633,-432,-586,-98.3,-55.5,-148.1,-219,-118,130,3
-1957,-146,-379,24.2,-58.4,-131.6,-227,-132,123,3
-1615,180,262,79.2,-68.8,-79.3,-240,-146,87,3
-1054,-529,-152,-76.4,-54.1,-103.6,-255,-172,61,3
-1288,-501,115,0.7,-26.5,-57.4,-279,-173,28,3
-667,-192,16,21.0,-12.3,-12.4,-301,-171,36,3
-261,-111,-16,0.0,25.4,58.7,-314,-147,62,3
48,106,-44,25.4,52.0,120.0,-303,-113,75,3
327,552,322,13.1,40.8,144.4,-281,-81,99,3
29,-63,88,-117.2,48.3,113.1,-269,-90,74,3
-252,-1510,163,-23.8,29.3,117.9,-226,-38,95,3
-481,-414,63,124.7,17.5,107.2,-202,-29,113,3
-1334,-555,178,-33.6,33.3,33.6,-190,-23,129,3
-1666,-1209,3,-41.9,20.0,-5.7,-184,-36,165,3
-1998,-361,13,160.8,-22.1,-23.8,-182,-49,175,3
-1812,510,-61,-23.9,-33.8,-75.8,-204,-73,170,3
-1998,-369,158,-125.5,-43.3,-138.3,-218,-109,131,3
-1647,-599,-215,47.1,-52.0,-121.4,-217,-129,111,3
-1450,279,129,121.8,-84.8,-93.7,-222,-144,87,3
-1244,-126,120,-56.0,-58.9,-104.5,-250,-179,57,3
-1353,-629,-75,-80.4,-19.1,-90.1,-269,-186,29,3
-893,-352,-7,42.6,-8.1,-23.0,-287,-179,38,3
-517,-225,136,7.4,14.6,36.4,-310,-154,57,3
171,-23,-161,39.8,42.4,112.2,-314,-121,83,3
188,378,124,-20.5,51.8,138.3,-281,-76,87,3
637,534,290,25.7,31.3,179.6,-281,-102,60,3
-503,-1491,-381,-260.4,100.5,54.1,-240,-48,89,3
-803,-855,686,157.7,18.1,65.4,-214,-32,100,3
-965,-332,337,21.4,35.0,46.6,-200,-32,125,3
-1512,-1014,254,-32.5,26.8,23.2,-186,-38,150,3
-1678,-833,-43,138.5,-8.1,-15.3,-193,-48,197,3
-1778,299,-129,62.8,-36.3,-54.2,-203,-70,182,3
-1951,19,150,-62.7,-35.7,-96.0,-220,-103,155,3
-1334,-568,-588,-69.0,-60.4,-133.3,-222,-125,116,3
-1286,16,-314,74.9,-83.3,-113.5,-238,-140,96,3
-1592,-45,88,-34.7,-74.2,-108.9,-252,-183,62,3
-1302,-667,-35,-54.4,-37.4,-91.4,-268,-186,43,3
-979,-275,-11,50.1,-33.0,-24.9,-284,-180,23,3
-798,-213,210,-5.0,4.9,15.1,-308,-176,35,3
-18,-89,-102,22.5,41.0,82.3,-309,-145,65,3
25,422,120,18.0,56.3,126.6,-305,-122,70,3
409,409,314,-18.1,30.7,160.3,-280,-90,89,3
-45,-638,-357,-196.9,70.3,69.3,-261,-78,89,3
-146,-765,249,123.6,18.8,135.9,-242,-39,97,3
-678,-300,39,34.4,30.2,95.4,-217,-34,106,3
-1247,-919,110,-58.4,22.4,29.4,-191,-37,130,3
-1507,-1222,-166,59.8,-4.6,-0.2,-188,-37,168,3
-1998,393,-129,184.5,-32.1,-14.5,-197,-47,193,3
-1659,287,-190,-56.7,-26.1,-74.2,-198,-80,164,3
-1998,-573,-40,-136.7,-33.3,-134.8,-220,-114,141,3
-1796,-665,-201,59.2,-49.9,-130.5,-227,-122,113,3
-1305,425,49,124.6,-75.6,-95.5,-248,-153,92,3
-1215,-232,-49,-77.2,-53.3,-116.8,-253,-183,64,3
-1322,-473,-64,-15.8,-18.0,-70.6,-283,-193,49,3
-920,-377,40,-2.7,-6.4,-18.5,-311,-193,50,3
-223,-412,-112,0.2,13.3,33.6,-318,-171,70,3
-17,316,-96,72.7,36.6,107.4,-319,-133,88,3
233,336,125,-61.6,52.3,134.2,-289,-84,95,3
302,438,359,48.2,19.6,183.3,-285,-95,73,3
-402,-1446,45,-139.0,57.5,86.8,-254,-62,81,3
-608,-655,131,40.9,34.3,46.5,-208,-34,111,3
-1186,-684,354,-56.7,35.0,26.3,-198,-38,121,3
-1474,-1017,95,5.3,20.3,8.7,-198,-42,156,3
-1977,-663,-99,74.1,-13.3,-21.1,-200,-63,177,3
-1927,92,-146,68.2,-45.5,-58.3,-206,-81,172,3
-1998,91,448,-48.3,-47.5,-99.8,-216,-117,144,3
-1619,-609,-332,-35.7,-53.7,-130.2,-222,-138,119,3
-1608,151,36,108.0,-80.9,-103.1,-233,-153,89,3
-1088,-98,-65,-29.4,-56.0,-113.4,-261,-178,56,3
-1251,-479,44,-49.0,-23.4,-80.2,-273,-201,31,3
-960,-550,-88,16.0,-10.2,-19.1,-287,-194,34,3
-382,-314,120,41.1,2.8,48.0,-307,-176,51,3
177,175,-135,60.5,40.1,113.6,-313,-134,71,3
343,341,151,-33.5,55.4,126.3,-293,-96,87,3
636,675,247,36.6,25.1,171.5,-284,-104,68,3
-281,-1435,-684,-309.4,94.5,33.7,-255,-61,78,3
