X(mg),Y(mg),Z(mg),X(dps),Y(dps),Z(dps),X(mGa),Y(mGa),Z(mGa),Output
-1453,87,-31,99.8,-68.4,-100.8,-251,-156,95,3
-1268,-322,-21,-31.8,-48.4,-109.9,-266,-175,64,3
-1195,-471,25,30.5,-28.2,-65.2,-281,-180,54,3
-821,-109,44,0.2,-2.4,-23.1,-294,-190,50,3
-449,-301,37,-44.3,22.8,33.3,-317,-180,62,3
136,-64,-154,3.5,39.4,99.0,-310,-144,81,3
206,342,159,-10.7,44.9,128.3,-296,-112,86,3
519,321,226,-21.7,22.1,143.7,-279,-98,97,3
-335,-673,-463,-178.4,73.8,70.9,-257,-81,90,3
-346,-1262,328,115.8,7.4,94.4,-223,-44,118,3
-809,-424,161,55.1,11.4,64.8,-195,-37,136,3
-1684,-1300,37,-12.1,1.5,17.9,-191,-33,157,3
-1963,-46,-72,156.9,-21.2,0.9,-184,-45,176,3
-1813,42,-83,-25.9,-31.9,-50.5,-195,-74,169,3
-1942,-56,254,-58.9,-41.6,-86.1,-204,-104,142,3
-1339,-598,-392,1.5,-70.0,-122.9,-217,-122,125,3
-1467,277,-149,74.2,-75.8,-120.1,-232,-152,100,3
-1189,-48,-211,-101.2,-46.6,-130.6,-237,-188,55,3
-1548,-584,-40,-14.1,-23.8,-87.5,-264,-203,48,3
-1031,-321,45,53.2,-9.6,-29.0,-286,-193,42,3
-599,-135,68,24.9,13.8,27.7,-295,-183,56,3
-143,-176,27,-24.9,37.3,80.7,-307,-157,63,3
207,140,75,6.3,43.2,139.2,-303,-127,80,3
398,416,447,0.6,21.2,149.6,-285,-99,88,3
70,-240,-487,-159.3,63.9,77.4,-251,-82,67,3
-609,-1214,428,2.3,21.5,82.3,-216,-59,90,3
-384,-750,88,97.8,14.3,75.6,-205,-40,108,3
-1384,-735,114,9.8,11.9,35.0,-190,-45,133,3
-1831,-903,-75,67.7,-8.2,7.4,-182,-44,160,3
-1980,208,59,100.9,-26.3,-29.7,-190,-57,164,3
-1736,-23,-258,-28.5,-28.3,-77.4,-211,-99,147,3
-1993,-422,-130,-98.8,-45.4,-141.2,-212,-118,129,3
-1901,-185,-152,28.2,-42.1,-132.0,-228,-146,101,3
-1998,81,270,-39.5,-49.3,-129.0,-243,-176,79,3
-1227,-481,68,-17.2,-28.7,-93.8,-254,-195,50,3
-1059,-437,-35,23.1,-26.3,-56.4,-279,-194,49,3
-770,-236,49,25.6,0.4,4.3,-305,-188,52,3
-329,-228,65,2.9,20.5,61.8,-309,-167,77,3
141,47,-36,7.7,42.7,117.9,-309,-135,82,3
321,289,82,-17.3,49.3,132.6,-284,-97,84,3
538,336,237,-5.0,23.5,122.5,-268,-108,78,3
-840,-1286,-133,-81.3,30.4,91.7,-228,-60,90,3
-749,-522,92,82.4,21.2,78.8,-212,-29,117,3
-1094,-621,311,-39.7,20.6,36.9,-193,-42,108,3
-1682,-1408,60,-31.7,9.8,-0.7,-181,-34,143,3
-1998,30,44,178.2,-18.2,-9.5,-181,-48,158,3
-1672,10,-70,-30.0,-25.9,-61.0,-194,-73,158,3
-1998,-213,314,-57.3,-35.4,-109.7,-204,-107,131,3
-1588,-230,-315,38.9,-46.5,-124.3,-210,-125,111,3
-1324,129,33,37.7,-64.6,-109.6,-227,-155,88,3
-1103,-490,-233,-64.2,-41.7,-126.4,-237,-177,46,3
-1394,-230,90,59.1,-36.7,-67.8,-275,-190,40,3
-896,-177,37,5.4,-7.9,-20.7,-286,-193,32,3
-596,-393,59,-25.0,9.5,35.2,-308,-181,45,3
-5,-282,-104,9.6,31.1,98.0,-301,-135,66,3
218,188,169,71.2,35.7,146.3,-284,-98,87,3
524,685,485,30.9,13.7,150.4,-283,-95,79,3
-71,-336,-771,-263.6,98.5,50.3,-243,-80,65,3
-734,-1563,408,25.1,23.8,76.0,-216,-46,95,3
-718,-449,363,100.3,28.2,67.4,-196,-27,116,3
-1241,-815,115,-10.3,16.3,28.3,-186,-40,146,3
-1758,-787,-126,82.8,-9.4,4.9,-188,-47,181,3
-1941,168,-47,87.7,-31.5,-35.6,-188,-58,180,3
-1751,119,-225,-24.6,-29.5,-77.7,-203,-100,150,3
-1891,-537,-294,-110.8,-55.3,-149.3,-215,-138,124,3
-1915,-180,-328,48.3,-58.0,-120.3,-221,-153,108,3
-1771,-189,11,-28.5,-63.4,-118.0,-235,-179,76,3
-1333,-461,-9,-10.0,-42.8,-91.5,-260,-186,44,3
-1139,-297,39,14.2,-29.6,-50.1,-277,-193,31,3
-858,-319,98,-2.6,-6.1,1.3,-290,-196,34,3
-167,-355,-11,5.8,10.7,59.5,-302,-160,54,3
-35,163,-31,46.4,41.6,122.5,-297,-130,73,3
317,217,130,-30.8,42.9,136.3,-284,-75,73,3
568,392,198,-47.8,29.1,128.7,-261,-102,61,3
-717,-1368,121,-113.8,39.4,84.0,-236,-67,70,3
-405,-636,64,102.8,15.2,95.9,-197,-31,87,3
-1183,-581,337,-5.1,31.2,38.4,-186,-37,110,3
-1742,-1101,71,-35.8,31.7,-0.7,-176,-42,156,3
-1982,-332,-98,190.5,-6.3,-3.8,-177,-46,186,3
-1739,585,-31,52.9,-28.3,-46.3,-187,-66,161,3
-1604,-51,15,-112.9,-37.5,-105.9,-211,-113,119,3
-1440,-918,-569,-15.5,-68.0,-138.7,-216,-125,120,3
-1625,571,-194,138.6,-76.1,-98.0,-229,-149,79,3
-1420,-13,80,-100.4,-50.1,-119.9,-245,-186,55,3
-1260,-754,-145,-86.3,-17.0,-91.0,-268,-192,39,3
-1067,-399,20,39.4,-17.2,-26.6,-282,-191,38,3
-610,-402,200,22.7,-3.2,29.4,-296,-173,52,3
227,-124,-209,50.9,26.6,99.4,-300,-131,75,3
283,591,234,-2.3,44.7,122.5,-290,-90,74,3
634,637,180,-53.9,29.9,132.6,-268,-108,59,3
-359,-1236,-291,-127.8,61.6,89.3,-239,-66,70,3
-460,-820,353,52.0,31.2,74.8,-203,-37,103,3
-1106,-667,333,-19.0,43.6,41.3,-193,-37,99,3
-1475,-1321,6,-11.4,23.2,22.8,-174,-39,150,3
-1998,-52,-57,200.4,-7.8,9.3,-179,-47,160,3
-1698,148,135,-18.0,-22.8,-76.0,-195,-82,156,3
-1991,-297,42,-85.0,-34.7,-127.9,-212,-108,125,3
-1665,5,-337,102.2,-59.4,-122.7,-219,-133,113,3
-1343,232,100,25.7,-78.1,-115.2,-227,-150,70,3
-1482,-539,-78,-79.8,-61.6,-122.5,-245,-178,49,3
-1157,-482,-146,18.2,-42.4,-75.5,-268,-177,32,3
-956,-70,229,50.9,-32.0,-2.2,-286,-184,26,3
74,-267,-91,-22.1,10.4,56.8,-292,-145,39,3
89,453,-20,67.9,46.4,137.7,-299,-118,63,3
532,656,65,-53.7,60.9,141.0,-261,-82,72,3
165,-243,-142,-99.8,52.8,136.9,-245,-81,63,3
-194,-1683,134,-21.3,43.4,113.4,-207,-38,91,3
-691,-559,52,90.5,31.8,79.4,-189,-37,115,3
-1605,-959,59,-37.9,27.9,16.1,-183,-39,130,3
-1998,-797,38,74.2,1.8,-15.2,-184,-55,169,3
-1998,76,26,68.7,-34.6,-47.6,-193,-69,166,3
-1887,208,-229,-40.3,-41.3,-104.3,-212,-116,123,3
-1563,-428,-451,-34.8,-65.1,-147.4,-207,-138,98,3
-1390,152,-108,68.6,-73.7,-113.4,-223,-159,78,3
-1466,-329,-40,-33.6,-64.6,-121.0,-247,-186,52,3
-1223,-492,-33,0.9,-29.0,-76.1,-275,-181,29,3
-827,-32,114,34.9,-12.4,-9.2,-295,-185,36,3
-20,-123,-210,-38.5,30.1,51.9,-304,-158,50,3
224,253,-6,52.5,53.6,139.5,-298,-120,69,3
731,661,307,12.3,42.2,165.4,-260,-83,76,3
386,120,28,-192.5,77.4,105.2,-255,-92,60,3
-568,-1984,105,-27.8,34.2,107.0,-217,-54,89,3
-848,-599,138,125.5,31.8,73.9,-194,-43,128,3
-1692,-863,251,-7.0,19.9,19.3,-181,-41,145,3
-1911,-487,-27,114.5,-15.6,-5.5,-179,-61,174,3
-1891,-22,-157,7.9,-36.4,-62.8,-190,-78,167,3
-1998,137,468,-25.6,-50.0,-105.7,-202,-128,131,3
-1651,-492,-539,6.2,-54.1,-147.0,-215,-146,107,3
-1820,247,258,85.2,-78.4,-117.1,-226,-167,75,3
-1220,-290,-156,-39.4,-34.0,-110.4,-249,-194,46,3
-1168,-335,87,0.0,-25.0,-64.4,-271,-199,35,3
-894,-282,113,5.3,0.4,7.7,-299,-180,35,3
78,-218,-96,17.5,24.9,83.5,-301,-141,68,3
284,483,82,59.0,47.9,158.1,-290,-103,64,3
743,609,311,-12.2,34.3,179.2,-270,-94,59,3
221,-491,-316,-279.3,88.6,57.3,-242,-73,64,3
-493,-1616,655,108.0,17.3,99.0,-198,-39,97,3
-953,-302,228,107.5,25.9,75.3,-194,-37,120,3
-1421,-990,183,-59.7,20.3,18.4,-186,-41,152,3
-1951,-761,-160,129.5,-18.1,-5.3,-193,-54,181,3
-1994,340,-57,79.8,-38.1,-56.1,-199,-77,168,3
-1998,135,562,-55.7,-40.4,-115.0,-222,-123,141,3
-1651,-520,-608,-36.2,-48.8,-150.4,-226,-137,122,3
-1827,294,138,95.0,-74.2,-115.5,-241,-169,88,3
-1033,-380,-192,-34.3,-35.6,-106.8,-259,-191,64,3
-1281,-438,34,0.0,-27.7,-62.0,-290,-190,48,3
-688,-134,-79,8.7,-8.4,10.9,-305,-182,40,3
-238,9,-99,-15.2,10.9,93.6,-299,-153,68,3
420,-24,4,-11.4,32.5,154.5,-288,-108,62,3
832,486,368,63.0,16.0,178.4,-261,-72,70,3
-242,-157,575,-127.8,56.1,32.1,-246,-79,54,3
-167,-1466,326,-11.8,16.1,104.7,-209,-53,83,3
-693,-905,160,85.1,21.8,71.6,-187,-35,99,3
-1902,-883,284,29.7,32.6,3.5,-177,-39,137,3
-1992,-542,-119,133.7,6.3,-12.1,-179,-51,168,3
-1947,451,-120,66.2,-25.7,-68.2,-188,-84,158,3
-1998,-15,350,-67.4,-34.5,-112.4,-215,-117,138,3
-1558,-359,-638,3.9,-66.2,-138.1,-223,-132,115,3
-1532,233,-100,46.4,-84.2,-109.1,-232,-158,69,3
-1418,-317,28,-35.5,-64.8,-100.0,-253,-185,26,3
-1177,-313,-45,-31.7,-35.2,-55.8,-277,-195,20,3
-697,-304,29,-15.1,-19.1,7.0,-294,-174,20,3
-70,-256,-168,31.0,18.2,77.9,-295,-127,39,3
501,224,31,126.7,43.4,156.2,-289,-92,60,3
747,1072,341,28.3,59.8,152.9,-260,-64,69,3
157,-26,383,-124.0,78.1,129.2,-241,-76,54,3
-773,-1998,-297,20.5,15.7,114.0,-212,-42,98,3
-1103,-681,122,166.7,36.6,60.8,-189,-27,129,3
-1677,-780,243,-32.5,24.5,-1.0,-180,-37,156,3
-1954,-623,-30,94.6,-10.2,-20.7,-181,-56,175,3
-1951,-20,-233,34.5,-40.9,-67.3,-200,-73,174,3
-1998,138,300,-15.8,-54.3,-115.0,-216,-116,136,3
-1623,-252,-385,-55.3,-58.0,-143.5,-225,-145,105,3
-1933,13,247,56.0,-80.9,-116.2,-236,-163,78,3
-1139,-314,-216,1.2,-41.5,-99.1,-255,-176,34,3
-1217,-195,147,12.8,-30.8,-55.7,-275,-181,41,3
-767,-186,115,-10.6,-1.3,13.5,-299,-187,33,3
112,-328,-205,-15.1,23.1,82.9,-304,-147,58,3
241,251,93,83.7,48.5,144.2,-295,-108,73,3
624,774,437,-10.2,34.5,158.9,-272,-84,63,3
215,-224,-191,-155.1,54.0,118.7,-258,-90,54,3
-830,-1998,111,-76.3,36.0,83.7,-223,-40,86,3
-749,-473,175,141.1,28.1,75.6,-195,-34,109,3
-1368,-601,276,-50.6,24.0,12.3,-177,-40,134,3
-1822,-587,-8,81.6,-6.9,-8.8,-181,-47,160,3
-1980,-152,-239,46.6,-25.5,-55.6,-191,-63,170,3
-1882,395,-87,8.1,-38.5,-92.9,-210,-110,142,3
-1484,-613,-372,-83.7,-62.6,-150.6,-228,-137,114,3
-1650,92,-144,68.2,-68.8,-122.7,-238,-163,79,3
-1179,-167,-327,-63.3,-58.5,-145.2,-254,-188,48,3
-1432,-241,79,11.1,-29.1,-75.5,-265,-204,42,3
-919,-377,80,-2.1,-3.6,-14.7,-296,-203,43,3
-274,-383,-107,-2.8,14.3,47.7,-316,-161,55,3
81,230,-72,68.5,42.2,129.9,-307,-127,85,3
448,427,132,-18.9,52.1,145.0,-285,-92,82,3
700,319,92,-33.8,33.7,148.9,-266,-89,70,3
-490,-1002,-239,-210.4,77.5,60.0,-237,-68,73,3
-387,-1190,239,94.2,-2.8,92.3,-201,-33,107,3
-1192,-467,282,30.1,20.0,44.4,-188,-35,117,3
-1785,-1204,20,16.5,9.3,3.3,-183,-44,155,3
-1998,158,32,145.1,-17.4,-30.1,-186,-54,183,3
-1840,-59,-179,-24.2,-19.0,-77.7,-203,-84,167,3
-1998,-238,14,-68.8,-39.9,-142.5,-222,-114,138,3
-1941,-238,-194,17.9,-45.3,-138.9,-229,-136,117,3
-1900,267,301,63.2,-70.1,-104.0,-237,-164,90,3
-1053,-457,-183,-68.6,-33.7,-108.9,-254,-179,56,3
-1229,-478,-14,37.8,-31.0,-56.3,-280,-188,51,3
-849,-146,70,14.2,-6.0,2.2,-305,-187,46,3
-186,-369,0,-14.3,17.7,60.3,-310,-157,58,3
233,106,-18,62.0,39.9,133.8,-305,-120,83,3
346,565,93,-7.6,49.7,137.9,-286,-89,83,3
457,307,214,-54.3,35.4,145.0,-267,-96,58,3
-821,-1483,-73,-236.8,74.5,50.0,-231,-65,63,3
-610,-1079,218,120.6,15.4,79.8,-204,-30,102,3
-1100,-493,369,24.9,26.5,32.7,-192,-31,114,3
-1790,-1052,-78,29.5,9.8,3.3,-179,-36,158,3
-1998,262,61,147.7,-19.6,-21.9,-185,-53,182,3
-1799,18,-152,-47.3,-20.7,-74.3,-195,-77,168,3
-1998,-248,230,-64.8,-39.7,-126.8,-215,-110,137,3
-1600,-310,-243,36.3,-49.3,-129.1,-219,-126,119,3
-1802,278,234,56.2,-73.6,-110.2,-240,-167,85,3
-1207,-393,-205,-38.2,-36.8,-107.1,-254,-180,61,3
-1244,-413,0,21.2,-30.1,-64.9,-277,-188,51,3
-840,-202,80,17.7,-5.7,-6.0,-302,-189,47,3
-363,-398,2,-31.9,18.8,40.9,-309,-157,66,3
186,-16,-99,35.0,36.1,117.7,-307,-124,78,3
264,427,61,-1.7,39.4,134.4,-282,-96,73,3
581,463,178,-20.7,21.9,149.3,-254,-95,63,3
-538,-1278,-186,-228.5,70.8,63.4,-230,-63,73,3
-498,-1056,195,129.9,5.8,95.4,-200,-32,103,3
-1180,-315,500,10.5,26.1,42.1,-183,-33,117,3
-1728,-1066,94,-29.1,26.7,3.5,-177,-35,152,3
-1998,-293,95,155.4,-2.4,-16.6,-181,-40,182,3
-1757,311,-107,16.1,-20.8,-66.4,-193,-69,169,3
-1998,-32,315,-39.7,-27.7,-104.8,-215,-100,148,3
-1286,-413,-639,13.0,-62.7,-125.0,-218,-127,127,3
-1534,224,-235,42.9,-68.7,-118.0,-226,-145,102,3
-1833,-353,232,-73.9,-55.0,-118.5,-251,-177,67,3
-1055,-595,-8,2.8,-31.3,-80.0,-267,-183,44,3
-873,-13,39,32.6,-8.1,-17.1,-288,-193,47,3
-504,-256,49,-17.7,28.4,40.1,-311,-171,66,3
278,-148,-181,11.6,46.6,110.8,-309,-131,78,3
302,367,140,38.3,41.5,143.5,-289,-91,87,3
789,662,305,-9.3,16.5,155.9,-266,-94,70,3
-641,-1462,-558,-292.8,90.5,35.3,-235,-61,82,3
-621,-984,392,152.5,14.4,87.7,-194,-26,121,3
-1028,-350,425,-23.2,25.7,36.9,-183,-39,139,3
-1833,-1347,-44,16.6,8.1,5.0,-173,-32,163,3
-1998,291,40,124.1,-23.2,-27.0,-179,-54,165,3
-1837,-38,-171,-44.4,-32.2,-79.4,-200,-87,145,3
-1998,-256,76,-83.5,-50.8,-148.8,-205,-118,134,3
-1735,-226,-218,31.2,-54.7,-137.8,-219,-136,92,3
-1477,220,303,49.7,-76.3,-103.6,-226,-164,65,3
-1160,-388,-88,-51.9,-46.2,-103.8,-249,-181,38,3
-1287,-338,120,19.1,-21.9,-48.5,-279,-185,33,3
-795,-196,179,9.2,-1.4,16.8,-297,-177,38,3
172,-225,-258,-13.3,30.7,83.1,-304,-146,65,3
240,177,201,115.0,45.6,161.1,-287,-87,82,3
936,1144,279,99.3,27.5,181.4,-263,-75,65,3
18,-614,-838,-335.3,89.8,52.7,-246,-78,65,3
-657,-1769,530,41.0,21.2,79.5,-198,-31,105,3
-701,-235,405,101.0,30.2,67.4,-190,-28,121,3
-1426,-1124,133,-75.9,25.4,15.4,-182,-37,132,3
-1998,-319,-109,158.9,-15.7,-6.3,-180,-48,163,3
-1856,167,-170,12.1,-36.9,-64.0,-188,-75,166,3
-1998,-40,369,-68.8,-46.4,-134.6,-209,-117,135,3
-1661,-283,-305,8.6,-59.8,-146.0,-219,-135,101,3
-1442,221,68,61.5,-70.8,-124.1,-234,-167,50,3
-1360,-189,32,-23.6,-46.5,-97.2,-265,-186,40,3
-1344,-243,-25,-28.9,-1.6,-46.6,-290,-191,38,3
-573,-388,-9,-29.5,14.0,18.5,-306,-169,54,3
339,-54,-346,51.9,43.1,110.7,-311,-119,83,3
535,447,225,101.7,51.1,156.3,-292,-86,97,3
929,836,292,-18.1,38.5,153.3,-273,-76,78,3
-380,-636,-516,-257.2,74.4,76.0,-237,-70,65,3
-142,-1812,233,56.4,-2.6,115.7,-203,-35,100,3
-978,-692,239,55.9,8.1,45.9,-180,-35,131,3
-1998,-1105,72,33.9,-19.0,16.5,-172,-45,154,3
-1998,181,169,66.5,-29.7,-42.9,-182,-62,152,3
-1971,141,-163,-35.7,-38.7,-81.6,-198,-105,134,3
-1660,-344,-542,-84.5,-64.8,-166.3,-212,-130,100,3
-1870,-32,-106,47.2,-59.8,-146.3,-225,-148,90,3
-1950,28,243,26.3,-62.5,-119.2,-251,-180,36,3
-1420,-296,-207,-76.4,-11.5,-105.1,-272,-184,19,3
-907,-315,161,-2.5,-14.8,-1.1,-303,-188,23,3
-50,-271,-207,50.9,20.8,87.0,-301,-139,57,3
482,607,73,102.2,47.4,150.6,-286,-100,73,3
832,886,288,-12.0,33.9,180.4,-264,-83,70,3
225,-725,-475,-230.1,77.7,96.7,-238,-78,60,3
-575,-1853,323,47.0,27.2,98.0,-201,-37,95,3
-1093,-427,395,116.9,36.9,65.3,-186,-29,119,3
-1814,-1052,301,-40.6,24.7,6.7,-175,-44,148,3
-1998,-495,43,125.7,-10.3,-44.4,-182,-63,174,3
-1998,99,-401,26.1,-25.8,-89.3,-202,-88,157,3
-1929,-243,-445,-137.2,-52.9,-183.4,-225,-139,120,3
-1847,-233,-390,2.5,-54.0,-147.0,-231,-157,89,3
-1948,-275,-1,13.9,-71.3,-132.1,-249,-176,54,3
-1351,-362,-67,10.3,-45.0,-85.8,-277,-186,37,3
-906,-95,82,10.7,-29.1,-22.4,-296,-189,54,3
-441,-242,-51,-17.8,19.0,49.0,-303,-145,52,3
338,220,-63,86.2,56.3,157.0,-305,-106,79,3
748,574,225,-34.0,78.2,143.6,-281,-88,84,3
823,42,195,-80.3,38.2,137.5,-253,-75,85,3
-673,-1072,-363,-197.8,82.8,67.1,-228,-62,73,3
-257,-1608,176,108.1,-28.7,107.8,-200,-39,123,3
-1543,-519,125,76.0,18.3,27.3,-197,-31,137,3
-1940,-1016,-205,28.0,-28.7,-9.5,-194,-44,161,3
-1998,169,-211,106.1,-48.5,-66.6,-187,-79,160,3
-1998,366,513,-68.4,-44.3,-135.2,-209,-120,139,3
-1917,-209,-209,-18.4,-50.2,-150.4,-223,-140,89,3
-1995,113,350,61.7,-67.8,-120.8,-249,-168,75,3
-1183,-332,-163,-16.8,-34.5,-112.0,-257,-182,47,3
-1180,-321,32,13.0,-23.5,-54.9,-284,-192,35,3
-777,-243,-89,-6.6,2.5,8.1,-302,-174,51,3
-56,-110,-113,20.6,30.2,93.4,-308,-134,68,3
467,283,176,55.4,44.4,154.9,-295,-103,75,3
853,784,486,-15.8,28.3,169.7,-273,-83,75,3
-92,-761,-660,-284.2,90.3,61.1,-250,-84,60,3
-560,-1617,428,85.8,9.2,103.4,-216,-37,106,3
-889,-473,225,122.8,23.8,74.2,-187,-26,128,3
-1723,-977,233,-33.1,14.4,6.7,-183,-38,151,3
-1941,-505,-118,132.2,-13.2,-6.1,-189,-53,174,3
-1793,285,-104,55.2,-38.2,-66.5,-204,-81,163,3
-1998,-2,349,-125.3,-30.8,-160.1,-226,-119,141,3
-1519,-603,-658,22.5,-43.9,-143.9,-230,-131,125,3
-1979,149,250,108.6,-83.0,-108.6,-240,-155,90,3
-1232,-449,-247,-21.0,-47.5,-108.5,-266,-177,58,3
-1301,-203,76,7.4,-33.6,-60.0,-290,-187,38,3
-656,-158,-3,-23.1,-7.9,4.9,-305,-178,51,3
-149,-209,-70,-8.8,18.5,79.7,-311,-139,68,3
426,198,113,63.0,36.6,140.7,-301,-101,76,3
526,846,483,-5.8,26.8,165.7,-266,-84,68,3
205,-241,-126,-213.1,76.5,94.5,-254,-78,47,3
-393,-1747,149,26.2,16.2,106.8,-208,-37,106,3
-930,-431,186,100.9,35.2,65.6,-191,-28,117,3
-1709,-887,294,-33.4,25.1,14.2,-190,-29,148,3
-1886,-750,38,112.2,0.2,-5.5,-194,-40,177,3
-1860,264,-173,59.3,-27.8,-58.6,-204,-76,177,3
-1998,35,199,-28.4,-33.3,-99.4,-218,-107,143,3
-1410,-430,-580,13.7,-46.0,-135.0,-222,-128,126,3
-1577,302,-159,75.0,-74.6,-112.0,-241,-155,87,3
-1196,-256,-145,-49.0,-42.8,-97.1,-253,-164,58,3
-1372,-446,280,13.6,-38.0,-34.1,-277,-188,49,3
-679,-563,-150,-47.4,-6.2,-27.7,-298,-183,58,3
-542,-307,-12,15.8,4.9,40.3,-312,-163,64,3
241,42,32,81.4,27.3,117.3,-308,-113,83,3
436,708,35,60.8,53.5,131.8,-292,-82,93,3
680,567,252,-97.5,51.3,136.0,-269,-101,68,3
-335,-1397,-283,-292.9,88.0,25.9,-241,-54,91,3
-726,-837,80,207.1,9.1,80.1,-210,-28,123,3
-1114,-258,438,25.1,15.6,45.5,-192,-42,122,3
-1533,-1316,-114,-55.8,5.6,-0.7,-193,-53,166,3
-1998,-100,-106,145.3,-29.6,-22.3,-193,-66,175,3
-1811,182,-243,-8.8,-36.2,-76.6,-212,-102,132,3
-1998,-536,-213,-146.0,-44.1,-163.3,-217,-131,129,3
-1998,-105,-242,62.6,-60.1,-127.8,-230,-150,97,3
-1968,-30,187,-20.3,-56.2,-129.5,-244,-183,67,3
-1337,-498,-113,-47.8,-24.7,-101.3,-259,-198,49,3
-1022,-398,11,25.9,-19.6,-41.3,-291,-200,41,3
-742,-251,58,15.0,2.7,22.6,-310,-185,51,3
10,-259,-172,11.2,27.1,87.1,-318,-143,77,3
329,298,100,78.8,44.4,149.9,-297,-101,79,3
614,823,417,-11.2,26.4,165.0,-277,-76,90,3
120,-262,-208,-260.8,80.8,69.7,-254,-80,76,3
-325,-1611,305,76.7,2.5,108.5,-213,-45,112,3
-814,-319,178,116.4,24.9,77.2,-191,-37,117,3
-1767,-943,274,-51.5,22.4,11.6,-181,-43,141,3
-1914,-704,43,118.0,-4.3,-5.1,-185,-53,174,3
-1826,295,-160,53.2,-31.0,-50.1,-199,-68,172,3
-1772,80,-107,-30.5,-31.4,-92.9,-211,-108,139,3
-1312,-612,-588,-20.5,-55.2,-140.2,-219,-131,129,3
-1580,181,-370,106.5,-78.5,-108.0,-231,-153,93,3
-1017,-203,-119,-67.9,-55.6,-118.5,-247,-186,69,3
-1251,-624,-43,-22.8,-30.8,-79.9,-273,-193,40,3
-906,-225,37,49.5,-15.3,-12.3,-291,-186,36,3
-401,-220,-6,-10.3,11.3,41.8,-309,-163,61,3
89,47,-123,34.0,37.7,122.5,-307,-128,84,3
513,313,164,1.4,41.3,144.8,-282,-83,78,3
666,554,161,-46.7,31.2,139.9,-265,-101,60,3
-528,-1030,-208,-188.5,59.0,64.9,-233,-61,80,3
-317,-1013,64,122.4,10.0,89.4,-200,-37,110,3
-1287,-513,381,31.4,29.1,37.8,-188,-37,123,3
-1753,-1129,-43,-34.5,21.6,-3.2,-181,-47,163,3
-1998,-376,-61,161.9,-10.9,-23.5,-183,-55,187,3
-1998,731,-382,67.6,-37.3,-52.4,-200,-69,164,3
-1860,128,356,-74.4,-38.9,-94.6,-210,-105,126,3
-1398,-889,-396,-33.9,-71.4,-127.5,-223,-142,104,3
-1793,-84,-143,76.4,-60.2,-120.2,-235,-147,88,3
-1442,-125,38,8.5,-54.2,-93.2,-256,-170,51,3
-1301,-134,-114,-36.5,-11.3,-63.5,-276,-173,46,3
-698,-401,60,-27.5,2.1,-2.1,-301,-173,60,3
-88,-212,-195,4.6,28.4,64.4,-308,-143,64,3
281,296,-97,60.2,44.3,138.1,-300,-113,79,3
462,541,231,-2.5,36.6,147.0,-269,-67,85,3
342,74,60,-109.8,34.1,116.3,-249,-70,73,3
-651,-1558,193,-64.9,28.0,86.2,-218,-37,94,3
-759,-538,223,99.6,15.4,73.0,-186,-16,109,3
-1523,-717,450,-36.1,27.3,18.6,-179,-32,129,3
-1563,-894,-88,64.9,-0.8,-1.5,-172,-29,153,3
-1958,244,33,90.4,-34.0,-47.9,-182,-60,171,3
-1798,99,-250,-30.3,-24.6,-94.0,-202,-89,151,3
-1769,-547,-547,-82.7,-58.8,-155.1,-216,-127,130,3
-1998,177,-305,38.3,-62.0,-129.2,-224,-141,97,3
-1381,-47,49,-27.7,-44.8,-105.7,-242,-160,54,3
-1279,-480,182,-27.0,-48.1,-69.3,-263,-174,38,3
-1155,-375,-80,-17.0,-18.5,-32.9,-288,-176,30,3
-478,-211,171,16.3,-4.9,40.3,-298,-159,33,3
216,-145,-103,5.8,33.3,96.4,-300,-124,48,3
265,349,12,74.2,50.6,145.4,-275,-83,80,3
912,944,354,27.7,30.6,154.9,-261,-90,56,3
-229,-1100,-751,-356.9,109.9,24.0,-234,-51,77,3
-411,-1028,508,201.8,18.6,86.7,-204,-19,111,3
-1061,-125,481,46.6,38.7,49.9,-187,-29,138,3
-1760,-1390,54,-77.0,32.0,-1.8,-172,-38,168,3
-1998,-415,-106,178.8,-7.8,-18.4,-179,-47,188,3
-1948,515,-221,41.5,-38.2,-64.3,-195,-76,184,3
-1998,56,343,-82.1,-48.7,-126.4,-217,-111,128,3
-1569,-614,-391,-29.0,-53.2,-144.8,-223,-129,110,3
-1487,120,46,103.8,-76.4,-105.0,-235,-164,82,3
-1085,-248,-64,-48.5,-50.1,-111.0,-257,-181,48,3
-1139,-251,-46,-11.4,-22.8,-57.0,-287,-177,40,3
-744,-288,122,0.8,3.6,9.5,-298,-189,48,3
-5,-303,-175,-5.8,34.3,70.0,-312,-145,81,3
190,354,-1,71.4,49.9,146.7,-305,-109,105,3
511,753,484,-18.7,39.9,154.6,-275,-82,85,3
298,-338,-143,-291.6,72.1,57.9,-256,-85,63,3
-587,-1837,58,94.7,2.5,109.3,-219,-49,93,3
-859,-152,93,133.4,10.9,94.0,-195,-33,116,3
-1357,-943,285,-90.1,16.5,13.2,-192,-37,135,3
-1831,-1023,-157,75.3,-16.5,-0.9,-183,-49,167,3
-1998,264,-100,131.1,-46.5,-30.7,-192,-69,163,3
-1685,324,-51,-38.9,-38.2,-91.8,-209,-112,131,3
-1576,-640,-410,-157.3,-56.2,-173.8,-220,-126,113,3
-1664,-93,-366,137.3,-69.4,-109.2,-223,-158,77,3
