Log start on,2023-05-04 11:14:00
Feature,Magnetometer
Nodes,JAVI    @EA54C6, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mGa),Y (mGa),Z (mGa),
04/05/2023 11:14:00.270,31,JAVI    @EA54C6,118259,2AFFA5FF8F00,-214,-91,143,
04/05/2023 11:14:00.316,77,JAVI    @EA54C6,118265,27FF80FF7200,-217,-128,114,
04/05/2023 11:14:00.359,120,JAVI    @EA54C6,118271,1BFF78FF5A00,-229,-136,90,
04/05/2023 11:14:00.406,167,JAVI    @EA54C6,118277,15FF51FF4600,-235,-175,70,
04/05/2023 11:14:00.451,212,JAVI    @EA54C6,118284,00FF48FF2B00,-256,-184,43,
04/05/2023 11:14:00.495,256,JAVI    @EA54C6,118290,F3FE41FF1600,-269,-191,22,
04/05/2023 11:14:00.541,302,JAVI    @EA54C6,118296,D8FE42FF1800,-296,-190,24,
04/05/2023 11:14:00.586,347,JAVI    @EA54C6,118302,CAFE41FF2300,-310,-191,35,
04/05/2023 11:14:00.630,391,JAVI    @EA54C6,118309,C7FE57FF3200,-313,-169,50,
04/05/2023 11:14:00.727,488,JAVI    @EA54C6,118315,D3FE8EFF3900,-301,-114,57,
04/05/2023 11:14:00.768,529,JAVI    @EA54C6,118321,EBFE88FF3B00,-277,-120,59,
04/05/2023 11:14:00.815,576,JAVI    @EA54C6,118327,F8FEB7FF4800,-264,-73,72,
04/05/2023 11:14:00.857,618,JAVI    @EA54C6,118334,1CFFD5FF5100,-228,-43,81,
04/05/2023 11:14:00.902,663,JAVI    @EA54C6,118340,38FFDAFF6400,-200,-38,100,
04/05/2023 11:14:00.946,707,JAVI    @EA54C6,118346,38FFDBFF8300,-200,-37,131,
04/05/2023 11:14:00.993,754,JAVI    @EA54C6,118352,44FFD5FFAA00,-188,-43,170,
04/05/2023 11:14:01.038,799,JAVI    @EA54C6,118359,3FFFC6FF9E00,-193,-58,158,
04/05/2023 11:14:01.081,842,JAVI    @EA54C6,118365,35FFAAFF9400,-203,-86,148,
04/05/2023 11:14:01.180,941,JAVI    @EA54C6,118371,27FF91FF7D00,-217,-111,125,
04/05/2023 11:14:01.220,981,JAVI    @EA54C6,118377,19FF8AFF6300,-231,-118,99,
04/05/2023 11:14:01.262,1023,JAVI    @EA54C6,118384,0DFF5BFF4A00,-243,-165,74,
04/05/2023 11:14:01.309,1070,JAVI    @EA54C6,118390,FDFE49FF2D00,-259,-183,45,
04/05/2023 11:14:01.355,1116,JAVI    @EA54C6,118396,FAFE3EFF1700,-262,-194,23,
04/05/2023 11:14:01.394,1155,JAVI    @EA54C6,118402,D6FE3EFF1C00,-298,-194,28,
04/05/2023 11:14:01.445,1206,JAVI    @EA54C6,118409,CEFE40FF1E00,-306,-192,30,
04/05/2023 11:14:01.490,1251,JAVI    @EA54C6,118415,C1FE5CFF3700,-319,-164,55,
04/05/2023 11:14:01.534,1295,JAVI    @EA54C6,118421,CEFE73FF3900,-306,-141,57,
04/05/2023 11:14:01.635,1396,JAVI    @EA54C6,118427,EDFEA0FF4400,-275,-96,68,
04/05/2023 11:14:01.666,1427,JAVI    @EA54C6,118434,FDFE9EFF3500,-259,-98,53,
04/05/2023 11:14:01.710,1471,JAVI    @EA54C6,118440,1AFFC9FF4E00,-230,-55,78,
04/05/2023 11:14:01.757,1518,JAVI    @EA54C6,118446,38FFCCFF5B00,-200,-52,91,
04/05/2023 11:14:01.802,1563,JAVI    @EA54C6,118452,3FFFDAFF7100,-193,-38,113,
04/05/2023 11:14:01.847,1608,JAVI    @EA54C6,118459,47FFC7FF9300,-185,-57,147,
04/05/2023 11:14:01.891,1652,JAVI    @EA54C6,118465,39FFB0FF9000,-199,-80,144,
04/05/2023 11:14:01.938,1699,JAVI    @EA54C6,118471,34FF97FF8200,-204,-105,130,
04/05/2023 11:14:01.983,1744,JAVI    @EA54C6,118477,29FF81FF6E00,-215,-127,110,
04/05/2023 11:14:02.077,1838,JAVI    @EA54C6,118484,20FF76FF5F00,-224,-138,95,
04/05/2023 11:14:02.118,1879,JAVI    @EA54C6,118490,0FFF46FF3B00,-241,-186,59,
04/05/2023 11:14:02.162,1923,JAVI    @EA54C6,118496,FFFE33FF2400,-257,-205,36,
04/05/2023 11:14:02.207,1968,JAVI    @EA54C6,118502,E7FE33FF1200,-281,-205,18,
04/05/2023 11:14:02.251,2013,JAVI    @EA54C6,118509,D4FE31FF1700,-300,-207,23,
04/05/2023 11:14:02.299,2060,JAVI    @EA54C6,118515,C5FE42FF2D00,-315,-190,45,
04/05/2023 11:14:02.342,2103,JAVI    @EA54C6,118521,BDFE56FF3300,-323,-170,51,
04/05/2023 11:14:02.389,2150,JAVI    @EA54C6,118527,CFFE7DFF4500,-305,-131,69,
04/05/2023 11:14:02.434,2195,JAVI    @EA54C6,118534,E9FEA2FF3D00,-279,-94,61,
04/05/2023 11:14:02.531,2292,JAVI    @EA54C6,118540,F6FEB0FF3A00,-266,-80,58,
04/05/2023 11:14:02.569,2330,JAVI    @EA54C6,118546,1BFFD4FF5000,-229,-44,80,
04/05/2023 11:14:02.612,2373,JAVI    @EA54C6,118552,34FFE0FF5500,-204,-32,85,
04/05/2023 11:14:02.656,2417,JAVI    @EA54C6,118559,3EFFDCFF7800,-194,-36,120,
04/05/2023 11:14:02.702,2463,JAVI    @EA54C6,118565,46FFCDFF8300,-186,-51,131,
04/05/2023 11:14:02.747,2508,JAVI    @EA54C6,118571,45FFBFFF9400,-187,-65,148,
04/05/2023 11:14:02.794,2555,JAVI    @EA54C6,118577,3AFFAAFF9000,-198,-86,144,
04/05/2023 11:14:02.839,2600,JAVI    @EA54C6,118584,33FF85FF7800,-205,-123,120,
04/05/2023 11:14:02.884,2645,JAVI    @EA54C6,118590,23FF7DFF6300,-221,-131,99,
04/05/2023 11:14:02.985,2746,JAVI    @EA54C6,118596,11FF56FF3C00,-239,-170,60,
04/05/2023 11:14:03.022,2783,JAVI    @EA54C6,118602,FFFE4AFF2A00,-257,-182,42,
04/05/2023 11:14:03.063,2824,JAVI    @EA54C6,118609,E7FE3FFF1500,-281,-193,21,
04/05/2023 11:14:03.106,2867,JAVI    @EA54C6,118615,D7FE43FF2100,-297,-189,33,
04/05/2023 11:14:03.151,2912,JAVI    @EA54C6,118621,C0FE46FF2C00,-320,-186,44,
04/05/2023 11:14:03.198,2959,JAVI    @EA54C6,118627,C1FE61FF4000,-319,-159,64,
04/05/2023 11:14:03.242,3003,JAVI    @EA54C6,118634,D5FE8BFF3D00,-299,-117,61,
04/05/2023 11:14:03.285,3046,JAVI    @EA54C6,118640,ECFE99FF3F00,-276,-103,63,
04/05/2023 11:14:03.334,3095,JAVI    @EA54C6,118646,FDFEA9FF4500,-259,-87,69,
04/05/2023 11:14:03.425,3186,JAVI    @EA54C6,118652,22FFD5FF5100,-222,-43,81,
04/05/2023 11:14:03.467,3228,JAVI    @EA54C6,118659,34FFDDFF5E00,-204,-35,94,
04/05/2023 11:14:03.512,3273,JAVI    @EA54C6,118665,4BFFDEFF7300,-181,-34,115,
04/05/2023 11:14:03.561,3322,JAVI    @EA54C6,118671,4FFFD8FF7C00,-177,-40,124,
04/05/2023 11:14:03.605,3366,JAVI    @EA54C6,118677,48FFCAFF8F00,-184,-54,143,
04/05/2023 11:14:03.654,3415,JAVI    @EA54C6,118684,3AFFA1FF8700,-198,-95,135,
04/05/2023 11:14:03.693,3454,JAVI    @EA54C6,118690,33FF8FFF6C00,-205,-113,108,
04/05/2023 11:14:03.738,3499,JAVI    @EA54C6,118696,29FF81FF6400,-215,-127,100,
04/05/2023 11:14:03.785,3546,JAVI    @EA54C6,118702,1EFF5EFF4700,-226,-162,71,
04/05/2023 11:14:03.880,3641,JAVI    @EA54C6,118709,08FF4DFF1B00,-248,-179,27,
04/05/2023 11:14:03.921,3682,JAVI    @EA54C6,118715,F0FE33FF1800,-272,-205,24,
04/05/2023 11:14:03.971,3732,JAVI    @EA54C6,118721,DCFE33FF1000,-292,-205,16,
04/05/2023 11:14:04.019,3780,JAVI    @EA54C6,118727,CAFE3FFF1500,-310,-193,21,
04/05/2023 11:14:04.053,3814,JAVI    @EA54C6,118734,C1FE5FFF3000,-319,-161,48,
04/05/2023 11:14:04.097,3858,JAVI    @EA54C6,118740,D5FE86FF3900,-299,-122,57,
04/05/2023 11:14:04.142,3903,JAVI    @EA54C6,118746,E9FEA3FF3300,-279,-93,51,
04/05/2023 11:14:04.187,3948,JAVI    @EA54C6,118752,FEFEA7FF3000,-258,-89,48,
04/05/2023 11:14:04.232,3993,JAVI    @EA54C6,118759,28FFCEFF4200,-216,-50,66,
04/05/2023 11:14:04.339,4100,JAVI    @EA54C6,118765,3BFFDDFF5D00,-197,-35,93,
04/05/2023 11:14:04.367,4129,JAVI    @EA54C6,118771,41FFDAFF8200,-191,-38,130,
04/05/2023 11:14:04.412,4173,JAVI    @EA54C6,118777,4DFFD1FFA000,-179,-47,160,
04/05/2023 11:14:04.458,4219,JAVI    @EA54C6,118784,43FFBFFF9400,-189,-65,148,
04/05/2023 11:14:04.501,4262,JAVI    @EA54C6,118790,2EFF9CFF8200,-210,-100,130,
04/05/2023 11:14:04.547,4308,JAVI    @EA54C6,118796,1CFF84FF6E00,-228,-124,110,
04/05/2023 11:14:04.593,4354,JAVI    @EA54C6,118802,17FF6DFF6200,-233,-147,98,
04/05/2023 11:14:04.641,4402,JAVI    @EA54C6,118809,0DFF53FF3F00,-243,-173,63,
04/05/2023 11:14:04.682,4444,JAVI    @EA54C6,118815,FDFE4CFF2D00,-259,-180,45,
04/05/2023 11:14:04.784,4545,JAVI    @EA54C6,118821,EBFE45FF2800,-277,-187,40,
04/05/2023 11:14:04.817,4578,JAVI    @EA54C6,118827,D8FE47FF1E00,-296,-185,30,
04/05/2023 11:14:04.861,4622,JAVI    @EA54C6,118834,C3FE53FF3600,-317,-173,54,
04/05/2023 11:14:04.905,4666,JAVI    @EA54C6,118840,CDFE6EFF4200,-307,-146,66,
04/05/2023 11:14:04.952,4713,JAVI    @EA54C6,118846,DFFE94FF4800,-289,-108,72,
04/05/2023 11:14:04.996,4757,JAVI    @EA54C6,118852,E6FE91FF3200,-282,-111,50,
04/05/2023 11:14:05.040,4801,JAVI    @EA54C6,118859,08FFBBFF4B00,-248,-69,75,
04/05/2023 11:14:05.085,4846,JAVI    @EA54C6,118865,2DFFD7FF5A00,-211,-41,90,
04/05/2023 11:14:05.143,4904,JAVI    @EA54C6,118871,37FFDBFF6E00,-201,-37,110,
04/05/2023 11:14:05.229,4990,JAVI    @EA54C6,118877,44FFD9FF8200,-188,-39,130,
04/05/2023 11:14:05.269,5030,JAVI    @EA54C6,118884,45FFD4FF9E00,-187,-44,158,
04/05/2023 11:14:05.311,5072,JAVI    @EA54C6,118890,3EFFB9FF9100,-194,-71,145,
04/05/2023 11:14:05.357,5118,JAVI    @EA54C6,118896,31FF93FF7D00,-207,-109,125,
04/05/2023 11:14:05.411,5172,JAVI    @EA54C6,118902,2BFF85FF7600,-213,-123,118,
04/05/2023 11:14:05.450,5211,JAVI    @EA54C6,118909,1AFF6AFF5100,-230,-150,81,
04/05/2023 11:14:05.504,5265,JAVI    @EA54C6,118915,0FFF4CFF2D00,-241,-180,45,
04/05/2023 11:14:05.536,5297,JAVI    @EA54C6,118921,FBFE42FF1700,-261,-190,23,
04/05/2023 11:14:05.580,5341,JAVI    @EA54C6,118927,E8FE44FF1400,-280,-188,20,
04/05/2023 11:14:05.672,5433,JAVI    @EA54C6,118934,C8FE46FF2000,-312,-186,32,
04/05/2023 11:14:05.718,5479,JAVI    @EA54C6,118940,C6FE54FF3600,-314,-172,54,
04/05/2023 11:14:05.760,5521,JAVI    @EA54C6,118946,D0FE84FF3B00,-304,-124,59,
04/05/2023 11:14:05.807,5568,JAVI    @EA54C6,118952,EFFE9AFF3000,-273,-102,48,
04/05/2023 11:14:05.855,5616,JAVI    @EA54C6,118959,0BFFBCFF3F00,-245,-68,63,
04/05/2023 11:14:05.897,5658,JAVI    @EA54C6,118965,32FFDBFF5100,-206,-37,81,
04/05/2023 11:14:05.943,5704,JAVI    @EA54C6,118971,42FFD8FF6400,-190,-40,100,
04/05/2023 11:14:05.987,5748,JAVI    @EA54C6,118977,44FFDBFF7900,-188,-37,121,
04/05/2023 11:14:06.031,5792,JAVI    @EA54C6,118984,48FFCAFF8C00,-184,-54,140,
04/05/2023 11:14:06.136,5897,JAVI    @EA54C6,118990,3EFFBDFF9500,-194,-67,149,
04/05/2023 11:14:06.212,5973,JAVI    @EA54C6,118996,32FF9DFF7A00,-206,-99,122,
04/05/2023 11:14:06.215,5977,JAVI    @EA54C6,119002,1EFF81FF6900,-226,-127,105,
04/05/2023 11:14:06.256,6017,JAVI    @EA54C6,119009,13FF6DFF4A00,-237,-147,74,
04/05/2023 11:14:06.303,6064,JAVI    @EA54C6,119015,0AFF4FFF2D00,-246,-177,45,
04/05/2023 11:14:06.346,6107,JAVI    @EA54C6,119021,FEFE52FF1C00,-258,-174,28,
04/05/2023 11:14:06.392,6153,JAVI    @EA54C6,119027,E8FE52FF1300,-280,-174,19,
04/05/2023 11:14:06.438,6199,JAVI    @EA54C6,119034,CAFE46FF1400,-310,-186,20,
04/05/2023 11:14:06.481,6242,JAVI    @EA54C6,119040,C5FE60FF3300,-315,-160,51,
04/05/2023 11:14:06.580,6341,JAVI    @EA54C6,119046,CEFE8BFF5000,-306,-117,80,
04/05/2023 11:14:06.617,6378,JAVI    @EA54C6,119052,E2FEAEFF4A00,-286,-82,74,
04/05/2023 11:14:06.661,6422,JAVI    @EA54C6,119059,FDFEA6FF3D00,-259,-90,61,
04/05/2023 11:14:06.707,6468,JAVI    @EA54C6,119065,18FFCBFF5300,-232,-53,83,
04/05/2023 11:14:06.755,6516,JAVI    @EA54C6,119071,34FFD2FF6400,-204,-46,100,
04/05/2023 11:14:06.798,6559,JAVI    @EA54C6,119077,43FFD5FF8200,-189,-43,130,
04/05/2023 11:14:06.842,6603,JAVI    @EA54C6,119084,3FFFCCFF9500,-193,-52,149,
04/05/2023 11:14:06.888,6649,JAVI    @EA54C6,119090,41FFBAFF9B00,-191,-70,155,
04/05/2023 11:14:06.934,6695,JAVI    @EA54C6,119096,31FF99FF8300,-207,-103,131,
04/05/2023 11:14:07.031,6792,JAVI    @EA54C6,119102,26FF7EFF7500,-218,-130,117,
04/05/2023 11:14:07.079,6840,JAVI    @EA54C6,119109,22FF70FF5800,-222,-144,88,
04/05/2023 11:14:07.114,6875,JAVI    @EA54C6,119115,0CFF50FF3700,-244,-176,55,
