X(mg),Y(mg),Z(mg),X(dps),Y(dps),Z(dps),X(mGa),Y(mGa),Z(mGa),Output
-998,-71,-43,1.1,-1.7,0.6,-309,-244,7,0
-999,-72,-39,0.9,-1.6,0.6,-301,-239,16,0
-998,-71,-42,1.1,-1.8,0.6,-301,-249,13,0
-997,-69,-41,1.1,-1.8,0.6,-306,-242,16,0
-997,-73,-41,0.9,-1.8,0.7,-297,-237,13,0
-999,-74,-41,0.9,-1.7,0.7,-297,-242,12,0
-998,-69,-43,1.0,-1.9,0.5,-298,-233,12,0
-999,-70,-40,0.8,-1.9,0.4,-299,-247,9,0
-998,-72,-39,1.3,-1.9,0.5,-305,-242,17,0
-998,-69,-40,1.2,-1.8,0.7,-300,-244,14,0
-998,-70,-41,0.9,-1.9,0.6,-301,-249,16,0
-999,-71,-38,1.0,-1.8,0.7,-296,-238,14,0
-999,-71,-40,0.9,-1.8,0.5,-291,-246,16,0
-997,-74,-41,1.0,-1.8,0.6,-298,-241,16,0
-999,-70,-40,1.3,-1.8,0.6,-304,-239,13,0
-998,-72,-41,1.1,-1.9,0.4,-294,-244,10,0
-999,-70,-39,1.1,-1.9,0.6,-299,-238,6,0
-998,-70,-41,0.9,-1.7,0.6,-299,-243,9,0
-998,-70,-40,1.3,-1.6,0.7,-303,-244,5,0
-997,-69,-39,0.9,-1.8,0.5,-301,-243,10,0
-1000,-70,-41,1.2,-1.7,0.5,-299,-247,6,0
-998,-68,-40,1.4,-1.6,0.7,-296,-240,12,0
-997,-67,-41,1.3,-1.6,0.4,-296,-246,19,0
-999,-69,-41,1.4,-1.9,0.2,-294,-244,8,0
-999,-68,-41,0.6,-1.8,0.2,-294,-241,6,0
-998,-71,-39,0.6,-1.6,0.4,-299,-242,11,0
-997,-71,-39,0.9,-1.8,0.4,-298,-249,14,0
-999,-67,-40,1.0,-1.8,0.4,-300,-240,21,0
-998,-70,-40,1.0,-1.7,0.5,-298,-241,17,0
-998,-69,-40,0.7,-1.7,0.4,-296,-239,14,0
-997,-70,-41,0.7,-1.7,0.3,-305,-246,11,0
-999,-70,-40,0.9,-1.6,0.4,-299,-247,12,0
-998,-71,-42,1.2,-1.6,0.4,-299,-247,15,0
-997,-70,-39,1.1,-1.5,0.7,-299,-248,7,0
-998,-71,-42,1.1,-1.6,0.5,-297,-241,14,0
-999,-69,-42,1.1,-1.5,0.7,-299,-248,12,0
-998,-72,-43,0.8,-1.9,0.4,-292,-242,20,0
-999,-70,-43,0.9,-1.9,0.2,-297,-248,11,0
-999,-63,-39,0.9,-2.0,0.3,-295,-242,4,0
-999,-72,-43,1.3,-2.0,0.2,-299,-244,12,0
-999,-69,-39,1.1,-1.8,0.2,-299,-249,6,0
-999,-68,-40,1.4,-1.8,0.4,-297,-241,8,0
-997,-74,-42,1.3,-1.7,0.4,-302,-239,22,0
-999,-69,-39,1.3,-1.7,0.4,-301,-246,14,0
-1000,-68,-41,1.2,-1.8,0.3,-299,-247,15,0
-997,-69,-41,0.9,-1.7,0.3,-296,-246,19,0
-997,-69,-39,1.0,-1.8,0.3,-296,-244,-4,0
-998,-69,-41,0.8,-1.8,0.4,-298,-242,17,0
-998,-69,-39,1.0,-1.8,0.3,-293,-248,18,0
-999,-68,-38,0.8,-1.7,0.3,-295,-246,9,0
-998,-73,-41,1.2,-1.8,0.4,-301,-245,10,0
-998,-68,-40,0.9,-1.8,0.3,-297,-248,7,0
-998,-72,-40,0.9,-1.8,0.4,-300,-247,8,0
-998,-70,-41,1.2,-1.8,0.4,-285,-252,15,0
-999,-69,-40,1.1,-1.8,0.2,-297,-239,15,0
-998,-70,-40,0.9,-1.6,0.4,-299,-248,10,0
-999,-71,-39,1.1,-1.7,0.5,-302,-246,10,0
-1000,-70,-39,1.3,-1.7,0.7,-299,-242,2,0
-998,-67,-41,0.8,-1.8,0.4,-301,-243,11,0
-999,-69,-40,1.1,-2.0,0.3,-302,-240,21,0
-1000,-69,-42,1.1,-1.9,0.3,-301,-240,6,0
-999,-68,-38,0.8,-2.0,0.2,-301,-248,8,0
-1000,-67,-39,0.9,-1.8,0.4,-304,-249,17,0
-999,-70,-38,1.1,-1.8,0.4,-297,-242,1,0
-998,-71,-40,0.9,-1.8,0.3,-294,-247,17,0
-998,-73,-38,1.1,-1.8,0.4,-293,-251,8,0
-999,-73,-40,1.3,-1.8,0.5,-294,-249,12,0
-999,-69,-40,1.0,-1.8,0.4,-301,-246,15,0
-997,-74,-39,1.0,-1.7,0.4,-298,-249,16,0
-999,-71,-40,0.9,-1.7,0.4,-296,-251,6,0
-997,-71,-37,0.9,-1.7,0.4,-301,-252,14,0
-998,-73,-39,0.9,-1.7,0.4,-296,-251,14,0
-997,-71,-39,1.1,-1.6,0.5,-297,-244,11,0
-997,-70,-38,0.9,-1.6,0.6,-302,-251,10,0
-998,-73,-40,1.1,-1.9,0.4,-294,-246,7,0
-999,-68,-40,0.9,-1.8,0.2,-296,-240,14,0
-998,-72,-39,0.9,-1.7,0.3,-301,-246,24,0
-998,-72,-40,1.1,-1.8,0.4,-301,-247,19,0
-1000,-70,-39,1.1,-1.8,0.4,-292,-246,10,0
-998,-72,-40,1.0,-1.7,0.5,-296,-251,2,0
-998,-70,-38,1.0,-1.6,0.6,-302,-241,18,0
-998,-71,-40,1.1,-1.8,0.6,-298,-246,14,0
-999,-70,-40,1.1,-1.8,0.4,-301,-247,9,0
-999,-72,-39,0.9,-1.7,0.5,-297,-252,9,0
-999,-71,-41,1.0,-1.8,0.4,-298,-254,13,0
-999,-70,-39,1.0,-1.8,0.5,-294,-247,-3,0
-999,-71,-40,1.0,-1.7,0.4,-297,-252,3,0
-998,-69,-38,1.2,-1.6,0.6,-292,-250,20,0
-999,-68,-39,1.1,-1.8,0.5,-298,-253,15,0
-998,-71,-39,1.2,-1.7,0.5,-294,-245,24,0
-999,-70,-40,0.9,-1.9,0.4,-297,-253,7,0
-999,-68,-39,0.7,-1.8,0.4,-292,-247,20,0
-997,-71,-39,1.1,-1.7,0.5,-296,-245,9,0
-997,-73,-38,0.8,-1.7,0.4,-288,-250,8,0
-998,-70,-39,1.3,-1.8,0.5,-292,-247,13,0
-998,-68,-37,1.1,-1.6,0.4,-296,-254,17,0
-999,-71,-42,0.7,-1.8,0.4,-290,-252,23,0
-1000,-68,-39,1.1,-1.8,0.4,-296,-248,19,0
-998,-72,-40,1.0,-1.8,0.4,-303,-243,17,0
-998,-71,-40,0.7,-1.9,0.2,-294,-251,13,0
-999,-70,-40,1.1,-1.9,0.2,-291,-242,6,0
-998,-69,-40,1.1,-1.9,0.2,-300,-245,9,0
-999,-66,-35,1.3,-1.8,0.3,-296,-246,10,0
-999,-71,-41,1.1,-1.8,0.4,-289,-247,9,0
-999,-70,-39,1.1,-1.8,0.4,-291,-246,6,0
-1000,-70,-39,1.2,-1.8,0.4,-287,-246,0,0
-998,-71,-39,1.0,-1.8,0.2,-303,-253,21,0
-997,-72,-40,0.9,-1.8,0.3,-290,-254,20,0
-997,-73,-38,0.9,-1.7,0.3,-298,-249,5,0
-999,-74,-40,1.1,-1.6,0.4,-296,-248,5,0
-999,-72,-39,0.9,-1.6,0.4,-301,-250,17,0
-999,-73,-38,1.0,-1.6,0.4,-290,-249,4,0
-999,-72,-41,1.0,-1.7,0.3,-292,-240,15,0
-999,-72,-40,0.9,-1.8,0.3,-304,-251,13,0
-998,-72,-42,1.1,-2.0,0.2,-297,-259,5,0
-998,-72,-38,0.9,-1.8,0.3,-295,-250,5,0
-999,-71,-41,0.9,-1.8,0.2,-293,-255,19,0
-999,-73,-43,0.9,-1.6,0.4,-300,-247,2,0
-998,-73,-38,1.0,-1.6,0.4,-298,-258,7,0
-997,-71,-39,1.1,-1.6,0.4,-306,-246,12,0
-999,-70,-40,1.3,-1.8,0.4,-294,-257,16,0
-998,-71,-40,0.9,-1.8,0.2,-295,-253,14,0
-998,-73,-38,0.8,-1.8,0.2,-293,-250,6,0
-999,-73,-40,1.0,-1.7,0.4,-295,-242,9,0
-998,-75,-41,1.0,-1.6,0.4,-302,-248,27,0
-999,-71,-39,1.0,-1.6,0.4,-295,-249,16,0
-998,-74,-41,1.1,-1.8,0.2,-301,-244,13,0
-999,-72,-40,1.1,-1.8,0.4,-301,-245,20,0
-997,-74,-39,0.9,-1.8,0.3,-298,-247,15,0
-999,-76,-40,1.1,-1.7,0.4,-296,-244,4,0
-998,-74,-39,1.1,-1.8,0.4,-301,-248,10,0
-998,-73,-41,0.9,-1.7,0.4,-296,-253,2,0
-998,-71,-38,1.1,-1.8,0.4,-298,-246,18,0
-999,-74,-41,1.0,-1.8,0.4,-294,-249,12,0
-998,-75,-38,1.2,-1.7,0.5,-296,-249,5,0
-999,-71,-42,1.1,-1.8,0.4,-291,-246,20,0
-998,-75,-40,1.2,-1.9,0.4,-295,-254,9,0
-998,-72,-39,1.1,-1.8,0.4,-296,-249,9,0
-999,-72,-39,0.7,-1.8,0.3,-299,-247,13,0
-998,-74,-41,0.9,-1.8,0.4,-292,-245,23,0
-998,-72,-39,1.1,-1.8,0.5,-303,-255,20,0
-998,-73,-39,0.9,-1.7,0.3,-296,-251,8,0
-999,-71,-38,1.1,-1.7,0.4,-301,-255,19,0
-998,-76,-43,1.0,-1.8,0.4,-296,-246,15,0
-998,-72,-38,1.1,-1.8,0.4,-301,-247,8,0
-999,-74,-41,1.1,-1.8,0.4,-296,-251,20,0
-998,-75,-39,1.4,-1.8,0.3,-296,-246,22,0
-1000,-73,-41,1.1,-1.8,0.3,-293,-256,23,0
-997,-72,-40,1.2,-1.8,0.4,-291,-246,16,0
-999,-74,-39,0.8,-1.6,0.4,-291,-251,8,0
-998,-74,-38,1.0,-1.7,0.5,-296,-253,13,0
-998,-80,-41,1.1,-1.8,0.6,-294,-246,11,0
-998,-73,-40,1.1,-1.8,0.5,-296,-247,15,0
-999,-75,-40,0.9,-1.9,0.4,-296,-249,15,0
-998,-72,-38,0.7,-1.8,0.3,-294,-244,6,0
-1000,-71,-39,0.9,-1.7,0.4,-290,-251,16,0
-998,-78,-39,1.0,-1.6,0.7,-294,-246,7,0
-999,-77,-40,1.2,-1.6,0.7,-298,-250,19,0
-998,-72,-39,0.9,-1.6,0.5,-291,-247,15,0
-998,-75,-40,0.9,-1.7,0.4,-299,-254,6,0
-999,-73,-40,1.1,-1.8,0.4,-297,-247,21,0
-998,-73,-39,1.1,-1.7,0.4,-287,-253,16,0
-998,-76,-40,1.1,-1.8,0.5,-297,-246,13,0
-998,-74,-41,1.1,-1.8,0.4,-295,-253,13,0
-999,-73,-41,1.1,-1.8,0.4,-298,-248,15,0
-998,-75,-41,0.9,-1.7,0.3,-287,-243,9,0
-997,-73,-40,1.3,-1.8,0.3,-297,-253,19,0
-999,-70,-39,0.9,-1.6,0.2,-290,-248,28,0
-999,-75,-40,1.1,-1.8,0.4,-299,-249,15,0
-998,-70,-40,1.2,-1.8,0.5,-301,-248,10,0
-999,-72,-39,1.1,-1.9,0.2,-295,-253,19,0
-999,-75,-41,1.1,-1.8,0.2,-292,-254,17,0
-998,-72,-39,0.7,-1.9,0.0,-291,-254,4,0
-999,-74,-39,0.5,-1.6,0.3,-293,-253,14,0
-998,-76,-39,1.1,-1.9,0.4,-288,-253,6,0
-1003,-74,-45,0.9,-1.4,0.4,-298,-255,4,0
-998,-76,-46,1.6,-1.6,0.4,-295,-244,4,0
-1000,-56,-34,1.6,-1.6,0.7,-293,-247,6,0
-997,-74,-40,0.7,-1.8,0.2,-297,-252,1,0
-999,-68,-40,1.1,-1.8,0.3,-292,-251,23,0
-996,-75,-39,0.9,-1.9,0.4,-300,-254,5,0
-999,-73,-39,1.0,-1.8,0.3,-291,-250,10,0
-999,-78,-41,1.1,-1.9,0.4,-296,-247,16,0
-999,-76,-38,0.7,-1.8,0.2,-296,-246,17,0
-997,-75,-40,1.2,-1.8,0.4,-296,-247,17,0
-998,-72,-39,1.1,-1.7,0.4,-298,-247,14,0
-998,-81,-41,1.1,-1.8,0.2,-296,-246,23,0
-998,-75,-39,1.1,-1.8,0.4,-291,-245,11,0
-998,-75,-38,0.9,-1.8,0.2,-290,-252,5,0
-999,-75,-41,0.9,-1.9,0.1,-283,-243,15,0
-998,-73,-38,1.1,-1.8,0.2,-290,-255,24,0
-998,-77,-39,0.9,-1.7,0.2,-297,-242,7,0
-997,-78,-39,1.2,-1.7,0.4,-296,-250,14,0
-999,-74,-38,1.1,-1.8,0.4,-294,-253,9,0
-997,-75,-39,1.1,-1.8,0.4,-294,-245,19,0
-1000,-76,-41,1.1,-1.7,0.4,-295,-244,21,0
-997,-77,-41,0.4,-1.4,0.4,-296,-246,20,0
-1003,-73,-40,0.5,-1.8,0.4,-296,-253,20,0
-1000,-75,-37,0.9,-1.7,0.7,-299,-251,18,0
-996,-77,-42,1.6,-1.6,0.4,-285,-250,9,0
-995,-74,-36,2.9,-1.3,0.8,-296,-246,12,0
-1001,-54,-34,4.5,-1.7,1.1,-296,-252,16,0
-998,-61,-48,0.7,-2.8,0.8,-299,-252,12,0
-1000,-75,-44,-1.1,-3.4,1.1,-285,-247,24,0
-1001,-71,-39,-0.9,-3.2,1.3,-295,-242,8,0
-997,-75,-36,0.3,-3.1,1.8,-294,-241,21,0
-1000,-76,-39,1.5,-3.2,2.1,-292,-246,12,0
-1000,-79,-36,0.7,-3.3,2.3,-288,-238,16,0
-995,-79,-36,0.9,-3.3,2.3,-284,-245,10,0
-1002,-62,-31,0.7,-3.7,2.5,-290,-251,24,0
-999,-71,-37,2.1,-4.2,2.9,-292,-244,10,0
-1001,-59,-30,1.7,-4.4,3.4,-287,-244,15,0
-1001,-62,-29,2.1,-4.9,3.9,-299,-238,6,0
-1000,-68,-26,1.2,-5.6,4.1,-289,-240,9,0
-1004,-56,-23,0.0,-6.1,4.5,-288,-237,5,0
-996,-53,-36,1.7,-6.4,4.6,-288,-236,8,0
-1006,-51,0,2.2,-6.6,4.8,-288,-238,6,0
-1001,-49,-4,3.9,-6.7,5.6,-289,-243,-4,0
-1004,-44,6,3.7,-7.3,5.1,-286,-229,-3,0
-1010,-35,-6,5.0,-8.2,4.6,-284,-233,14,0
-1002,-27,4,5.6,-9.3,3.8,-283,-232,-9,0
-1003,-28,5,5.1,-10.1,2.5,-276,-232,0,0
-1010,-27,5,7.7,-10.9,1.4,-275,-229,-13,0
-1003,-12,26,6.5,-11.6,-0.5,-271,-227,-17,0
-1012,-28,32,1.8,-10.4,-2.4,-268,-223,-1,0
-1004,-8,56,-0.9,-8.7,-1.6,-273,-230,-12,0
-1007,-27,57,1.8,-7.6,-1.2,-269,-227,-20,0
-1010,-39,57,-2.6,-7.7,-1.8,-275,-225,-27,0
-1004,-6,71,-7.0,-8.1,-2.8,-268,-225,-22,0
-994,-40,82,-10.3,-7.2,-4.4,-263,-227,-26,0
-991,-37,81,-10.1,-7.3,-4.4,-267,-234,-11,0
-986,13,87,-34.4,-3.0,-2.7,-259,-242,-18,0
-983,115,60,-76.3,-2.7,-6.0,-274,-264,-25,0
-987,14,31,-65.1,-3.6,-8.6,-268,-266,-25,0
-987,-162,63,-21.9,-3.5,-11.3,-261,-282,-28,0
-960,-281,117,-12.9,7.1,-4.4,-261,-285,-25,0
-993,-102,36,6.8,10.5,-1.6,-272,-291,-19,0
-990,-219,69,11.6,11.0,-0.1,-272,-292,-16,0
-1002,21,128,-10.0,12.8,-1.4,-268,-282,-10,0
-1000,-111,49,0.7,14.1,1.7,-280,-289,-19,0
-988,-105,6,-7.0,14.5,0.8,-285,-301,0,0
-1009,-82,9,-5.0,15.4,0.9,-291,-298,2,0
-1003,-62,1,-7.4,16.0,0.0,-284,-293,-3,0
-1011,-71,-25,-2.9,15.9,0.4,-293,-295,5,0
-999,-74,-36,-2.8,13.7,-0.3,-290,-300,0,0
-996,-99,-71,-7.9,13.0,-3.1,-293,-294,12,0
-1001,-68,-63,-2.3,11.6,-1.9,-304,-298,13,0
-994,-96,-86,-6.9,9.4,-2.2,-305,-306,31,0
-1004,-94,-112,-0.8,5.2,-1.5,-310,-305,26,0
-1003,-100,-116,-3.2,1.7,-3.1,-310,-307,26,0
-993,-102,-119,-1.6,0.1,-2.6,-305,-306,37,0
-991,-117,-109,-0.8,-1.1,-2.6,-308,-310,31,0
-996,-81,-111,-2.1,-4.3,-4.0,-305,-305,34,0
-998,-124,-126,-0.1,-6.5,-1.8,-299,-320,29,0
-995,-104,-111,0.2,-9.1,0.0,-311,-310,30,0
-995,-116,-114,0.6,-8.8,3.7,-304,-309,27,0
-989,-126,-94,0.2,-8.1,3.9,-304,-310,29,0
-993,-56,-75,-8.1,-8.4,0.6,-303,-313,17,0
-993,-100,-90,3.7,-8.2,1.8,-306,-311,22,0
-988,-65,-62,-4.6,-5.8,0.6,-294,-310,27,0
-988,-89,-45,1.8,-3.7,3.4,-294,-314,20,0
-991,-118,-70,-0.8,-3.0,2.0,-298,-314,14,0
-1001,-71,-68,3.2,-3.7,1.1,-295,-305,13,0
-990,-108,-65,-0.3,-2.8,0.0,-294,-312,10,0
-997,-85,-61,6.8,-3.7,1.1,-295,-309,17,0
-998,-110,-59,5.8,-3.7,1.6,-295,-317,14,0
-980,-147,-64,1.0,-1.2,1.7,-305,-306,23,0
-991,-86,-37,7.3,0.1,4.3,-301,-305,16,0
-1002,-93,-67,9.1,-1.6,3.9,-292,-310,11,0
-1002,-53,-70,4.6,-2.6,1.2,-292,-304,25,0
-995,-82,-48,6.9,-1.9,2.5,-299,-302,27,0
-994,-85,-53,3.8,-3.0,1.1,-293,-301,18,0
-1000,-91,-70,3.9,-3.6,0.1,-292,-296,7,0
-998,-71,-55,2.8,-4.2,-1.0,-291,-298,14,0
-998,-86,-60,2.6,-5.3,-2.2,-289,-300,15,0
-998,-84,-52,1.9,-5.7,-2.9,-301,-302,9,0
-999,-95,-49,2.1,-5.8,-3.5,-290,-301,1,0
-998,-93,-45,2.0,-6.2,-3.5,-287,-306,4,0
-996,-102,-45,2.4,-6.5,-3.5,-288,-303,16,0
-997,-97,-38,2.4,-6.5,-3.7,-289,-304,4,0
-995,-111,-33,1.3,-6.2,-3.1,-290,-306,1,0
-991,-130,-19,1.6,-4.2,-0.9,-289,-311,4,0
-990,-117,-15,1.8,-3.2,0.6,-284,-305,6,0
-994,-106,-22,1.4,-2.3,1.4,-289,-308,5,0
-998,-107,-19,0.7,-2.5,1.4,-292,-305,9,0
-993,-125,-27,2.6,-1.4,2.9,-284,-304,9,0
-999,-120,-8,1.6,-1.0,3.9,-292,-299,11,0
-997,-115,-40,-0.2,-1.8,2.8,-284,-310,4,0
-1006,-75,-20,0.5,-3.4,1.3,-293,-304,-7,0
-1002,-92,-32,2.3,-4.2,0.7,-294,-299,1,0
-995,-97,-18,2.5,-4.0,0.4,-293,-303,-3,0
-998,-92,-17,1.5,-4.2,0.2,-300,-309,-7,0
-995,-97,-12,2.8,-3.3,0.9,-283,-308,-6,0
-997,-95,-9,1.8,-2.8,1.0,-292,-303,0,0
-994,-102,-15,3.9,-2.6,1.7,-285,-308,-6,0
-994,-102,-17,1.2,-2.6,1.0,-292,-306,0,0
-1001,-100,-7,2.0,-2.3,1.3,-294,-302,-4,0
-998,-98,-6,0.9,-1.8,1.4,-283,-301,2,0
-1001,-98,-9,1.1,-1.5,1.6,-293,-300,-1,0
-997,-97,-10,0.7,-1.6,1.1,-288,-296,4,0
-998,-96,-12,0.4,-1.4,0.9,-286,-295,-3,0
-997,-100,-9,1.8,-1.6,1.4,-296,-296,-13,0
-995,-91,-16,1.2,-1.6,0.8,-282,-296,0,0
-1001,-96,-5,0.8,-1.9,0.7,-288,-296,0,0
-998,-93,-18,1.5,-2.1,0.7,-289,-302,-10,0
-997,-94,-8,0.2,-2.1,0.4,-286,-303,-3,0
-1001,-95,-14,1.1,-1.9,0.7,-289,-300,2,0
-996,-90,-8,0.8,-1.7,0.9,-276,-300,-4,0
-998,-100,-13,0.9,-1.9,0.7,-287,-303,-8,0
-999,-91,-9,1.4,-1.9,0.7,-287,-299,-5,0
-999,-94,-12,0.9,-2.0,0.4,-292,-300,-8,0
-998,-89,-10,1.6,-1.6,0.7,-287,-298,-3,0
-996,-96,-9,1.4,-1.5,0.9,-291,-289,-7,0
-1000,-96,-12,1.4,-1.6,0.7,-285,-304,-8,0
-999,-87,-9,1.4,-1.8,0.5,-283,-296,-5,0
-998,-89,-10,1.4,-2.1,0.4,-285,-303,-10,0
-996,-97,-14,0.8,-1.9,0.4,-286,-306,-14,0
-998,-95,-6,1.1,-1.3,0.7,-289,-302,-1,0
-1002,-98,-13,0.9,-0.6,1.2,-292,-303,8,0
-997,-92,-5,0.9,-0.5,1.4,-292,-295,-11,0
-999,-92,-17,0.9,-0.5,1.3,-285,-302,1,0
-998,-92,-14,0.2,-0.9,1.0,-280,-291,8,0
-999,-92,-16,1.7,-0.7,1.5,-295,-290,1,0
-998,-96,-12,0.4,0.0,1.8,-292,-294,-4,0
-999,-88,-14,1.6,-0.2,2.0,-288,-294,-3,0
-999,-91,-16,-0.4,-0.3,1.6,-286,-302,0,0
-999,-86,-23,0.0,-0.7,1.6,-294,-302,1,0
-1001,-86,-24,0.3,-1.2,1.2,-288,-296,10,0
-998,-88,-26,0.4,-1.8,0.5,-297,-299,1,0
-1001,-79,-24,1.2,-1.9,0.5,-282,-299,-2,0
-998,-89,-21,1.4,-1.8,0.5,-290,-307,9,0
-1000,-83,-19,1.1,-1.6,0.8,-289,-299,0,0
-998,-82,-18,0.8,-1.7,0.4,-287,-296,5,0
-1000,-84,-25,1.3,-1.8,0.6,-281,-302,5,0
-998,-83,-21,1.3,-1.8,0.5,-291,-303,-6,0
-1000,-79,-20,1.3,-2.1,0.2,-286,-305,-2,0
-1001,-81,-21,1.1,-1.8,0.7,-284,-295,5,0
-997,-86,-21,1.4,-1.9,0.6,-292,-304,5,0
-1000,-83,-21,1.5,-1.9,0.5,-290,-303,9,0
-998,-84,-18,1.1,-1.7,0.7,-290,-294,-1,0
-998,-83,-24,1.1,-1.8,0.7,-292,-299,-3,0
-998,-80,-17,0.9,-1.8,0.6,-286,-300,2,0
-999,-88,-21,1.0,-2.1,0.4,-292,-299,5,0
-998,-82,-19,1.2,-2.0,0.5,-290,-294,10,0
-999,-82,-20,1.3,-2.1,0.4,-288,-303,-3,0
-999,-79,-21,1.3,-2.2,0.4,-296,-299,-1,0
-998,-86,-18,1.0,-2.3,0.3,-287,-299,-6,0
-998,-84,-19,1.1,-1.7,0.6,-294,-299,-1,0
-1002,-82,-16,0.9,-1.9,0.3,-287,-308,1,0
-1000,-81,-20,1.1,-1.8,0.6,-292,-299,-4,0
-999,-84,-20,0.8,-1.8,0.4,-295,-305,0,0
-1000,-82,-20,1.1,-1.9,0.4,-287,-300,0,0
-1001,-81,-20,1.2,-2.0,0.5,-289,-294,-4,0
-999,-79,-17,1.1,-1.8,0.5,-285,-304,0,0
-997,-83,-18,0.9,-2.0,0.1,-283,-296,-7,0
-998,-82,-17,0.8,-1.8,0.1,-292,-296,-11,0
-1000,-82,-18,0.7,-2.0,-0.2,-287,-295,2,0
-999,-83,-16,1.0,-1.8,0.0,-283,-304,1,0
-997,-80,-15,1.1,-1.8,0.0,-296,-297,4,0
-999,-84,-18,1.4,-1.7,0.1,-291,-298,4,0
-998,-82,-18,1.4,-1.9,-0.1,-296,-305,0,0
-1000,-85,-16,0.9,-1.7,-0.1,-289,-294,-2,0
-999,-86,-18,1.3,-1.8,0.1,-296,-300,-4,0
-999,-85,-17,0.9,-2.0,-0.2,-286,-296,-4,0
-1000,-88,-17,1.0,-2.0,0.1,-292,-295,1,0
-999,-84,-18,1.4,-2.2,0.0,-288,-303,9,0
-998,-84,-16,1.1,-2.2,0.1,-284,-300,-8,0
-998,-87,-17,1.2,-2.3,0.2,-287,-305,-1,0
-997,-90,-17,0.9,-2.5,0.0,-292,-299,3,0
-999,-85,-16,0.9,-2.5,0.0,-299,-309,0,0
-999,-90,-14,1.0,-2.4,0.1,-292,-302,0,0
-999,-86,-11,1.4,-2.3,0.5,-295,-297,-2,0
-998,-92,-15,1.1,-2.1,0.6,-288,-307,3,0
-999,-90,-11,1.0,-2.1,0.6,-290,-296,3,0
-1000,-86,-12,1.3,-2.1,0.6,-292,-300,-4,0
-998,-86,-12,0.9,-2.0,0.4,-288,-301,-5,0
-998,-88,-9,1.0,-1.9,0.4,-284,-301,-1,0
-997,-92,-12,1.2,-1.8,0.6,-287,-296,-2,0
-998,-89,-11,0.9,-1.7,0.4,-287,-305,-2,0
-1000,-89,-10,0.9,-1.6,0.4,-287,-301,-13,0
-999,-88,-11,1.2,-1.5,0.6,-291,-294,-8,0
-998,-90,-12,1.0,-1.4,0.3,-290,-300,3,0
-998,-87,-11,0.7,-1.6,0.3,-287,-307,5,0
-999,-92,-13,0.6,-2.0,0.0,-285,-299,0,0
-999,-87,-13,0.6,-1.8,0.0,-296,-298,4,0
-998,-90,-11,0.5,-1.9,0.0,-283,-303,-3,0
-998,-87,-12,1.5,-1.6,0.4,-293,-304,0,0
-997,-87,-11,0.7,-1.7,0.5,-289,-304,-5,0
-999,-95,-15,0.9,-1.7,0.6,-287,-299,-8,0
-999,-90,-12,0.9,-1.7,0.6,-291,-301,0,0
-1000,-86,-12,0.6,-1.8,0.5,-289,-305,7,0
-999,-90,-12,0.9,-1.6,0.7,-288,-304,-2,0
-999,-86,-16,1.0,-1.6,0.4,-287,-299,-4,0
-998,-86,-9,0.9,-1.4,0.6,-289,-306,3,0
-1000,-90,-17,0.8,-1.6,0.4,-287,-300,6,0
-999,-86,-11,0.6,-1.5,0.5,-284,-300,-13,0
-999,-88,-14,1.0,-1.5,0.5,-282,-307,-2,0
-998,-88,-12,1.1,-1.4,0.8,-289,-304,7,0
-998,-90,-14,1.1,-1.5,0.6,-282,-302,6,0
-998,-86,-12,1.3,-1.2,0.9,-294,-299,-3,0
-999,-86,-15,1.4,-1.1,0.9,-289,-306,-7,0
-999,-92,-16,1.4,-1.2,0.8,-293,-303,-2,0
-998,-86,-14,1.6,-1.1,0.9,-289,-300,-1,0
-1000,-90,-19,1.2,-1.6,0.4,-294,-303,-4,0
-999,-82,-15,1.5,-1.7,0.6,-290,-307,10,0
-997,-87,-16,1.1,-1.8,0.2,-292,-300,6,0
-998,-87,-15,0.7,-1.6,0.4,-294,-300,-5,0
-998,-89,-15,0.9,-1.8,0.5,-287,-303,0,0
-998,-83,-16,0.7,-1.8,0.5,-290,-308,11,0
-998,-90,-16,0.9,-1.9,0.4,-290,-296,13,0
-999,-84,-17,0.6,-2.1,0.2,-287,-313,-7,0
-996,-89,-15,0.5,-2.0,0.2,-287,-297,3,0
-997,-90,-17,0.3,-2.1,0.2,-293,-295,-1,0
-1000,-84,-15,1.1,-1.8,0.4,-285,-300,-1,0
-999,-79,-14,1.2,-1.6,0.7,-295,-298,-2,0
-997,-88,-15,1.1,-1.6,0.7,-287,-299,-5,0
-998,-86,-17,1.1,-1.6,0.7,-294,-298,8,0
-1000,-82,-15,1.1,-1.6,0.7,-287,-301,-3,0
-999,-90,-16,1.5,-1.5,0.9,-295,-298,6,0
-997,-90,-17,1.4,-1.6,0.5,-292,-299,1,0
-997,-87,-19,1.6,-1.8,0.7,-285,-296,-3,0
-998,-91,-17,1.4,-1.8,0.4,-293,-303,-7,0
-999,-86,-17,1.0,-1.8,0.4,-293,-302,3,0
-999,-86,-13,1.1,-1.8,0.6,-298,-293,-11,0
-998,-87,-16,0.4,-1.9,0.2,-287,-294,0,0
-998,-90,-17,0.9,-1.8,0.5,-285,-298,-11,0
-999,-88,-14,0.9,-1.8,0.5,-282,-298,-1,0
-998,-85,-18,0.9,-1.6,0.7,-291,-299,1,0
-998,-86,-16,0.6,-1.8,0.5,-290,-301,-3,0
