Log start on,2023-02-13 20:18:53
Feature,Gyroscope
Nodes,JAVI    @EA54C6, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (dps),Y (dps),Z (dps),
13/02/2023 20:18:54.369,1218,JAVI    @EA54C6,9473,38002100D2FF,5.6,3.3,-4.6,
13/02/2023 20:18:54.417,1266,JAVI    @EA54C6,9479,46001B00E0FF,7.0,2.7,-3.2,
13/02/2023 20:18:54.457,1306,JAVI    @EA54C6,9485,E4FFFEFFCCFF,-2.8,-0.2,-5.2,
13/02/2023 20:18:54.648,1497,JAVI    @EA54C6,9492,2E00C0FFACFF,4.6,-6.4,-8.4,
13/02/2023 20:18:54.652,1501,JAVI    @EA54C6,9498,DDFFA5FF96FF,-3.5,-9.1,-10.6,
13/02/2023 20:18:54.655,1504,JAVI    @EA54C6,9504,0F0090FF89FF,1.5,-11.2,-11.9,
13/02/2023 20:18:54.684,1533,JAVI    @EA54C6,9510,06006EFF52FF,0.6,-14.6,-17.4,
13/02/2023 20:18:54.730,1579,JAVI    @EA54C6,9517,5600EEFE00FF,8.6,-27.4,-25.6,
13/02/2023 20:18:54.773,1622,JAVI    @EA54C6,9523,BF0050FE7BFE,19.1,-43.2,-38.9,
13/02/2023 20:18:54.819,1668,JAVI    @EA54C6,9529,5501A9FD98FD,34.1,-59.9,-61.6,
13/02/2023 20:18:54.865,1714,JAVI    @EA54C6,9535,1A01DEFC77FC,28.2,-80.2,-90.5,
13/02/2023 20:18:54.910,1759,JAVI    @EA54C6,9542,690119FCE3FA,36.1,-99.9,-130.9,
13/02/2023 20:18:55.010,1859,JAVI    @EA54C6,9548,A0FF93FCCEF9,-9.6,-87.7,-158.6,
13/02/2023 20:18:55.051,1900,JAVI    @EA54C6,9554,200078FE15FC,3.2,-39.2,-100.3,
13/02/2023 20:18:55.091,1940,JAVI    @EA54C6,9560,5E02B8020102,60.6,69.6,51.3,
13/02/2023 20:18:55.136,1985,JAVI    @EA54C6,9567,DB006105B605,21.9,137.7,146.2,
13/02/2023 20:18:55.181,2030,JAVI    @EA54C6,9573,92FF37061D08,-11.0,159.1,207.7,
13/02/2023 20:18:55.225,2074,JAVI    @EA54C6,9579,EDFE0706E008,-27.5,154.3,227.2,
13/02/2023 20:18:55.273,2122,JAVI    @EA54C6,9585,60FD2804CB06,-67.2,106.4,173.9,
13/02/2023 20:18:55.315,2164,JAVI    @EA54C6,9592,C6FCA701A601,-82.6,42.3,42.2,
13/02/2023 20:18:55.362,2211,JAVI    @EA54C6,9598,D2014A00DCFC,46.6,7.4,-80.4,
13/02/2023 20:18:55.456,2305,JAVI    @EA54C6,9604,1D0951FB81FA,233.3,-119.9,-140.7,
13/02/2023 20:18:55.494,2343,JAVI    @EA54C6,9610,03FC07FDF9F9,-102.1,-76.1,-154.3,
13/02/2023 20:18:55.542,2391,JAVI    @EA54C6,9617,6E01FBFDB7FC,36.6,-51.7,-84.1,
13/02/2023 20:18:55.586,2435,JAVI    @EA54C6,9623,1801A1FEC7FD,28.0,-35.1,-56.9,
13/02/2023 20:18:55.631,2480,JAVI    @EA54C6,9629,1A01A0FE3EFF,28.2,-35.2,-19.4,
13/02/2023 20:18:55.674,2523,JAVI    @EA54C6,9635,7D01CEFDFAFF,38.1,-56.2,-0.6,
13/02/2023 20:18:55.720,2569,JAVI    @EA54C6,9642,5A03DCFCA9FD,85.8,-80.4,-59.9,
13/02/2023 20:18:55.765,2614,JAVI    @EA54C6,9648,18FB79FB58F7,-125.6,-115.9,-221.6,
13/02/2023 20:18:55.872,2721,JAVI    @EA54C6,9654,340885FD19FB,210.0,-63.5,-125.5,
13/02/2023 20:18:55.943,2792,JAVI    @EA54C6,9660,AAFCF8FFB3FF,-85.4,-0.8,-7.7,
13/02/2023 20:18:55.945,2794,JAVI    @EA54C6,9667,FCFC67024905,-77.2,61.5,135.3,
13/02/2023 20:18:55.988,2837,JAVI    @EA54C6,9673,46015205840B,32.6,136.2,294.8,
13/02/2023 20:18:56.036,2885,JAVI    @EA54C6,9679,41FC51077B0C,-95.9,187.3,319.5,
13/02/2023 20:18:56.082,2931,JAVI    @EA54C6,9685,C2F87F06640B,-185.4,166.3,291.6,
13/02/2023 20:18:56.126,2975,JAVI    @EA54C6,9692,BE019A02F504,44.6,66.6,126.9,
13/02/2023 20:18:56.173,3022,JAVI    @EA54C6,9698,6E0581FEDEFB,139.0,-38.3,-105.8,
13/02/2023 20:18:56.215,3064,JAVI    @EA54C6,9704,9009A5FB08F8,244.8,-111.5,-204.0,
13/02/2023 20:18:56.312,3161,JAVI    @EA54C6,9710,C5FCC6FC81F9,-82.7,-82.6,-166.3,
13/02/2023 20:18:56.356,3205,JAVI    @EA54C6,9717,7C02F1FDAFFC,63.6,-52.7,-84.9,
13/02/2023 20:18:56.395,3244,JAVI    @EA54C6,9723,EE0042FD90FE,23.8,-70.2,-36.8,
13/02/2023 20:18:56.441,3290,JAVI    @EA54C6,9729,D4036AFD1FFF,98.0,-66.2,-22.5,
13/02/2023 20:18:56.486,3335,JAVI    @EA54C6,9735,0FFBF6FB78F9,-126.5,-103.4,-167.2,
13/02/2023 20:18:56.530,3379,JAVI    @EA54C6,9742,4802DBFADAF5,58.4,-131.7,-259.8,
13/02/2023 20:18:56.576,3425,JAVI    @EA54C6,9748,7203D2FD1CFD,88.2,-55.8,-74.0,
13/02/2023 20:18:56.624,3473,JAVI    @EA54C6,9754,C0FA14019602,-134.4,27.6,66.2,
13/02/2023 20:18:56.669,3518,JAVI    @EA54C6,9760,77FD2504B709,-64.9,106.1,248.7,
13/02/2023 20:18:56.710,3559,JAVI    @EA54C6,9767,40022407120E,57.6,182.8,360.2,
13/02/2023 20:18:56.807,3656,JAVI    @EA54C6,9773,DFFA7309000E,-131.3,241.9,358.4,
13/02/2023 20:18:56.843,3692,JAVI    @EA54C6,9779,97FEB205820A,-36.1,145.8,269.0,
13/02/2023 20:18:56.890,3739,JAVI    @EA54C6,9785,640071FF68FE,10.0,-14.3,-40.8,
13/02/2023 20:18:56.938,3787,JAVI    @EA54C6,9792,BDF888FD35F1,-185.9,-63.2,-378.7,
13/02/2023 20:18:56.980,3829,JAVI    @EA54C6,9798,70F9B9FBA1F7,-168.0,-109.5,-214.3,
13/02/2023 20:18:57.025,3874,JAVI    @EA54C6,9804,8B03A6FD82FC,90.7,-60.2,-89.4,
13/02/2023 20:18:57.116,3965,JAVI    @EA54C6,9810,79FF5BFD05FE,-13.5,-67.7,-50.7,
13/02/2023 20:18:57.119,3968,JAVI    @EA54C6,9817,2403F3FD96FE,80.4,-52.5,-36.2,
13/02/2023 20:18:57.160,4009,JAVI    @EA54C6,9823,B2019CFC81FB,43.4,-86.8,-115.1,
13/02/2023 20:18:57.255,4104,JAVI    @EA54C6,9829,50FE76FAD8F5,-43.2,-141.8,-260.0,
13/02/2023 20:18:57.297,4146,JAVI    @EA54C6,9835,7B09FFFB78FA,242.7,-102.5,-141.6,
13/02/2023 20:18:57.340,4189,JAVI    @EA54C6,9842,FEFB38FF0EFF,-102.6,-20.0,-24.2,
13/02/2023 20:18:57.387,4236,JAVI    @EA54C6,9848,50FD4C039E07,-68.8,84.4,195.0,
13/02/2023 20:18:57.434,4283,JAVI    @EA54C6,9854,A10132065F0D,41.7,158.6,342.3,
13/02/2023 20:18:57.476,4325,JAVI    @EA54C6,9860,09FE1009E80E,-50.3,232.0,381.6,
13/02/2023 20:18:57.522,4371,JAVI    @EA54C6,9867,ACF746088B0C,-213.2,211.8,321.1,
13/02/2023 20:18:57.565,4414,JAVI    @EA54C6,9873,1A07A1016903,181.8,41.7,87.3,
13/02/2023 20:18:57.611,4460,JAVI    @EA54C6,9879,8800A6FD89FB,13.6,-60.2,-114.3,
13/02/2023 20:18:57.708,4557,JAVI    @EA54C6,9885,92107BF930F8,424.2,-166.9,-200.0,
13/02/2023 20:18:57.751,4600,JAVI    @EA54C6,9892,13FC2CFBDFF6,-100.5,-123.6,-233.7,
13/02/2023 20:18:57.792,4641,JAVI    @EA54C6,9898,9EFF50FDCFFC,-9.8,-68.8,-81.7,
13/02/2023 20:18:57.837,4686,JAVI    @EA54C6,9904,D4017DFD43FE,46.8,-64.3,-44.5,
13/02/2023 20:18:57.882,4731,JAVI    @EA54C6,9910,D80337FDB7FD,98.4,-71.3,-58.5,
